compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,material_type,debye_temperature
O4Rh2,136,2.25783,212.142,0.292882,15.3765,11.6446,3.33E-05,Metal,582.06
As1Ca3N1,221,1.93384,55.6045,0.167348,13.8743,10.5807,5.85E-05,Non-Metal,459.154
Fe1Nb1Sb1,216,2.1169,156.718,0.29444,8.47347,14.2082,2.93E-05,Non-Metal,382.943
B6Th1,221,1.75597,187.912,0.270463,17.7585,17.3902,3.10E-05,Metal,588.948
Co4Sb12,204,2.33099,72.9236,0.211279,47.3353,2.59389,5.32E-05,Non-Metal,309.885
Mo2Rh2,51,2.1765,250.77,0.332839,11.1709,13.0106,2.21E-05,Metal,398.954
Bi1Li1,123,2.06019,32.1281,0.374039,6.36169,1.15101,0.000109504,Metal,134.915
Mn1Ni2Sb1,225,2.42465,108.362,0.367196,12.0622,2.46844,6.17E-05,Metal,275.076
Pd2Si2Tb1,139,2.19868,123.655,0.316925,14.5349,5.56406,4.01E-05,Metal,329.064
B6Ce2Ni21,225,2.15035,188.33,0.36336,82.1064,1.71861,4.15E-05,Metal,398.136
Dy3In3Rh3,189,2.10375,92.977,0.364947,27.1169,1.63486,4.30E-05,Metal,206.994
C2Tb1,139,1.85012,140.185,0.341431,8.53278,10.7365,3.56E-05,Metal,369.054
N4Ni8Zr16,227,1.91433,145.698,0.31236,78.7492,3.25571,3.05E-05,Metal,391.054
Cd2S2,186,2.13572,47.6189,0.358318,12.2531,1.7601,6.91E-05,Non-Metal,210.898
Ca3Cd3Ge3,189,2.16529,42.6188,0.203122,27.2774,2.65361,8.44E-05,Metal,291.858
H2Th1,139,1.87756,87.1836,0.416262,9.1365,1.74416,5.99E-05,Metal,187.074
Au2K2Te2,194,2.38521,25.923,0.271844,19.2725,0.96442,0.000115408,Metal,167.936
Pb3Rh3,191,2.54085,98.9852,0.303504,18.1172,2.65614,4.80E-05,Metal,238.039
Ca3N1Pb1,221,2.03597,15.6096,0.305384,15.9678,0.877301,0.000125359,Metal,163.942
Cu1Zn1,221,2.29787,89.2757,0.359865,6.10155,3.60069,8.00E-05,Metal,272.03
Ru4Te8,205,2.43255,96.9996,0.215193,35.0172,3.93138,4.30E-05,Non-Metal,332.968
Ga4Mg2O8,227,2.06986,160.079,0.298482,35.9677,5.80634,4.11E-05,Non-Metal,583.895
Cu2Sc2Sn2,194,2.15001,73.7379,0.264695,17.6745,4.44734,5.61E-05,Metal,320.104
F6K2Ni1,225,2.2358,52.5606,0.288731,26.5172,2.18914,0.000102205,Non-Metal,407.687
Cu2K2Se2,194,2.23663,30.4312,0.239389,18.787,1.92942,0.000116156,Non-Metal,262.176
In4Pd4Sr4,62,2.26682,45.7909,0.329908,37.2667,0.803833,7.89E-05,Metal,193.08
Ho2Te4,129,1.92534,56.2238,0.336876,18.1921,2.02604,4.79E-05,Metal,177.979
Ho3Ir3Sn3,189,2.16931,114.748,0.333513,26.8721,2.5893,3.58E-05,Metal,229.01
In1Pt3,221,2.57928,177.191,0.38477,12.0404,2.52295,3.60E-05,Metal,214.034
C2Ni1Tb1,38,1.96508,171.633,0.242645,10.5909,20.5364,3.31E-05,Metal,520.002
In4Pd2Yb2,63,2.51339,52.2394,0.319292,25.1169,0.963993,8.46E-05,Metal,189.994
Al4Mg2O8,63,1.92014,195.905,0.251289,28.7912,13.6176,3.04E-05,Non-Metal,878.045
Cl6Cs2Pt1,225,2.39823,27.3673,0.277368,28.4877,0.93101,0.000107412,Non-Metal,214.074
Na12Sb4Te12,198,2.07707,24.0493,0.27885,88.2691,0.45301,0.000109074,Non-Metal,190.029
Cs1F3Sr1,221,2.20777,32.0031,0.283171,15.7533,1.72397,0.000122166,Non-Metal,250.054
Mo6Os2,223,2.07771,274.174,0.339215,22.4875,9.29637,1.83E-05,Metal,375.996
Hf4Ni4P4,62,2.09634,179.836,0.288076,33.6669,6.09346,3.18E-05,Metal,401.932
H1Mg1Ni1,123,1.94069,84.1359,0.270504,8.29461,9.54422,7.96E-05,Metal,491.81
B4V3,71,1.84193,260.766,0.173204,12.7337,49.6503,1.98E-05,Metal,1010.86
Cu3Mg3Y3,189,1.8628,52.4358,0.342167,27.0889,1.7611,6.51E-05,Metal,250.045
Ni2Si2Zr1,139,2.07346,160.695,0.296164,13.5326,11.4051,3.41E-05,Metal,482.069
Al2Mn2Pt2,194,2.21819,120.23,0.313902,17.6316,4.22074,4.63E-05,Metal,310.087
In2La2Zn2,194,2.1425,49.743,0.198793,18.0524,4.13547,6.45E-05,Metal,270.021
Ge3La1Os1,107,2.17351,106.105,0.281433,14.6345,6.22349,3.90E-05,Metal,305.967
Ca24N16,206,1.9015,65.1105,0.283662,111.316,1.74598,5.68E-05,Non-Metal,450.076
La1Ru4Sb12,204,2.27052,89.3994,0.283543,50.3434,2.11316,4.14E-05,Metal,277.069
Ca10Sb6,193,1.93135,35.3093,0.213887,47.9703,2.04281,6.91E-05,Metal,277.088
Ge14Ir6,229,2.489,132.665,0.258689,58.0002,2.59575,4.32E-05,Metal,352.009
Cu2Sn2Tb2,194,2.11445,69.4907,0.237168,17.8834,4.55154,5.34E-05,Metal,274.894
Ge2Ho1Rh2,139,2.23511,136.03,0.298106,14.4907,6.63181,3.63E-05,Metal,330.967
H8Mg4,62,1.65352,56.9082,0.286198,30.2511,3.81247,0.000110509,Non-Metal,660.595
Ce3Ga3Ni3,189,2.13074,95.9073,0.332434,26.7575,2.45038,4.82E-05,Metal,272.913
As1Cu3S4,215,2.18244,62.6291,0.331177,23.9705,1.89862,7.18E-05,Metal,301.869
Ba4O12Ru4,194,2.26664,135.872,0.307034,56.2886,2.67391,4.32E-05,Metal,418.122
Ge1I3Rb1,221,2.1142,14.9305,0.267654,16.1805,0.82785,0.00013643,Non-Metal,142.152
Ga4,12,2.3933,189.055,0.42953,2.93644,6.69034,2.70E-05,Metal,276.035
H2Si6Y10,193,1.86675,75.2958,0.20552,50.3743,5.14818,4.29E-05,Metal,417.906
Ni4Sn4Y4,62,2.10044,84.1951,0.301407,35.474,2.54029,4.71E-05,Metal,287.982
Ga1Hf1Ni2,225,2.09399,147.641,0.459587,12.1648,0.716183,4.18E-05,Metal,153.041
Ge4Rh4Zr4,62,2.15586,160.191,0.293181,33.8437,5.5295,3.01E-05,Metal,389.069
Ca1,225,1.22539,15.3294,0.306015,3.01965,9.44272,7.84E-05,Metal,208.968
Cl6K2Tc1,225,2.20025,30.7892,0.262836,27.525,1.67366,9.86E-05,Non-Metal,298.136
Au2Be1,139,2.50751,118.296,0.386393,9.2188,1.87419,5.91E-05,Metal,197.034
Ho1Sn3,221,2.11216,52.4213,0.41524,12.3656,0.698719,6.09E-05,Metal,126.038
Nb5P4Pd4,87,2.21979,188.91,0.326931,36.4624,4.6004,2.91E-05,Metal,401.935
N1Ta1,225,2.0549,307.483,0.373593,5.66234,16.0175,2.33E-05,Metal,366.025
Au2Ca2In4,63,2.55799,44.3274,0.276634,25.2725,1.15196,9.61E-05,Metal,209.116
Mg2O8Rh4,227,2.20242,178.204,0.342176,38.0571,3.77398,3.87E-05,Non-Metal,482.016
Dy1Rh5,191,2.29548,165.903,0.313981,17.3376,6.03987,3.18E-05,Metal,332.08
Mo3Ti1,71,1.89735,204.623,0.329042,11.1264,15.7528,2.14E-05,Metal,402.949
Dy4Ge6Rh7,229,2.22089,134.587,0.268239,48.9287,3.60462,3.66E-05,Metal,350.086
Ir8Sc16,227,1.90534,107.67,0.36982,71.0309,1.33899,3.50E-05,Metal,248.991
In1Li2Mg1,225,1.94006,24.0628,0.211251,12.6265,3.02073,0.000166216,Metal,300.766
Ir2Nb6,223,1.94549,212.091,0.298086,22.4238,11.6356,2.01E-05,Metal,384.021
Cd1Te1,216,2.22595,30.4692,0.339834,6.26641,1.70177,8.23E-05,Non-Metal,150.063
Co1Nb1,221,1.94031,155.484,0.304785,5.6186,19.7376,3.08E-05,Metal,394.036
Si10Sr10,71,2.08122,39.8006,0.20522,59.3495,1.9446,7.25E-05,Metal,326.854
La2N2,186,1.8955,89.4338,0.365716,11.813,4.35574,3.71E-05,Non-Metal,260.934
As4Co4S4,198,2.22391,111.995,0.1655,32.0389,7.71781,4.77E-05,Non-Metal,528.861
Be1O1,216,1.75729,192.699,0.202562,3.11524,82.7172,2.67E-05,Non-Metal,1170.86
Mn2Na2O4,59,2.29858,109.007,0.219164,20.1301,7.76154,6.03E-05,Non-Metal,642.888
Pt3Tb1,221,2.42346,156.669,0.336624,11.9513,4.25845,3.57E-05,Metal,237.035
Sb1U1,225,1.86117,48.7552,0.306781,6.06646,4.70368,4.57E-05,Metal,163.004
Mg1Ni1Sb1,216,2.18203,73.8144,0.279941,8.87183,6.0606,6.16E-05,Metal,321.046
Ca1Si2Zn2,139,2.00405,60.5433,0.251311,14.4847,5.68212,6.90E-05,Metal,380.02
Ni4O8Si2,227,2.04512,195.035,0.287712,33.7467,8.1978,3.50E-05,Non-Metal,676.136
Au2Ga2O4,194,2.32568,140.834,0.339851,23.457,2.9255,5.15E-05,Non-Metal,332.88
Ca4H8,62,1.72196,41.4672,0.21093,32.2694,4.00777,0.0001173,Non-Metal,568.812
Rh3Si2Y1,191,2.15023,165.946,0.260059,16.3725,12.2862,2.96E-05,Metal,460.971
Au1Ho1Pb1,216,2.32583,63.029,0.314271,9.21514,2.57263,5.67E-05,Metal,172.959
Ag2Dy1In1,225,2.40831,60.5006,0.375267,12.4898,1.07687,7.53E-05,Metal,166.887
B12Dy1,225,1.65984,209.155,0.133979,22.4497,37.876,2.26E-05,Metal,1066.21
Cd1Cl3Cs1,221,2.29894,24.2393,0.294375,16.062,1.10986,0.000128017,Non-Metal,198.87
Mn8Sc4,194,1.75261,48.4495,0.251796,35.1618,3.43313,6.60E-05,Metal,333.09
Pb1Te1,225,2.0871,34.9002,0.244896,6.16514,4.08023,6.85E-05,Non-Metal,171.99
Dy1Rh1,221,1.99897,105.868,0.346146,5.96987,6.82856,3.80E-05,Metal,228.022
Li4O10Si4,37,1.94264,137.285,0.239721,37.1231,10.0766,3.29E-05,Non-Metal,876.304
N1Tl1,216,2.43159,78.9633,0.324039,6.12381,3.91552,6.76E-05,Metal,234.992
Ag2Al2Te4,122,2.20232,36.0103,0.330032,24.8328,0.943954,7.77E-05,Non-Metal,180.965
Au24Na8Si8,205,2.59405,68.982,0.342884,125.424,0.307479,8.18E-05,Non-Metal,194.136
B4Ru2,59,1.95029,286.172,0.244838,13.4376,31.2608,2.28E-05,Metal,766.964
B1Rh3Y1,221,2.1585,168.388,0.293769,14.0232,9.87521,3.26E-05,Metal,406.052
Cu2Er2Sn2,194,2.12279,71.4567,0.24225,17.9134,4.42785,5.39E-05,Metal,271.885
Ir4La16Mg4,216,1.77489,47.0599,0.309523,72.4796,1.07283,4.79E-05,Metal,188.033
Ag2La1Si2,139,2.32293,73.9811,0.238984,14.7725,4.97276,5.99E-05,Metal,328.135
Mg4N8Si4,33,1.93032,177.493,0.248104,32.8114,13.0967,2.74E-05,Non-Metal,879.114
Ca4O8Sn2,55,2.16232,116.757,0.277799,37.6645,4.51284,4.79E-05,Non-Metal,513.812
N4Sr2Ti2,129,1.89853,128.114,0.316474,21.7626,7.47569,3.56E-05,Non-Metal,470.038
C1Nb1,225,1.96707,287.366,0.22431,4.56284,78.8903,1.85E-05,Metal,737.988
In3La1,221,2.04913,45.1709,0.278387,12.2273,2.87981,6.58E-05,Metal,201.926
Al4Tb2,227,1.81811,74.2207,0.211365,17.1413,9.39143,4.57E-05,Metal,370.949
Dy6Ga2O12,36,2.02025,148.082,0.305736,56.2082,3.51157,3.79E-05,Non-Metal,406.068
B12Y1,225,1.66934,207.135,0.134704,19.2198,42.1339,1.96E-05,Metal,1220.84
C1Ga1Sc3,221,1.87191,90.8045,0.170421,13.0018,19.9291,3.80E-05,Metal,555.971
Mn2Sn1W1,225,2.1702,199.154,0.271074,11.1405,15.1916,2.80E-05,Metal,414.982
C19Si19,156,1.85326,201.472,0.160897,63.1015,15.7908,1.95E-05,Non-Metal,1106.1
Br8Li6Mg1,225,2.08076,22.3577,0.23452,48.2064,0.866196,0.000164012,Non-Metal,257.277
Pu1S1,225,2.11278,71.1321,0.263811,6.02663,7.50128,5.45E-05,Metal,238.999
Dy16Mg4Rh4,216,1.78242,55.4145,0.291164,72.2081,1.3457,4.85E-05,Metal,206.929
Al2Hf4,140,1.55818,106.925,0.296472,17.5292,9.22553,2.84E-05,Metal,271.032
Pd2Si2U1,139,2.32174,117.898,0.311038,14.7227,4.58134,4.33E-05,Metal,301.965
Al4Ge2La4,63,1.854,61.0207,0.213887,29.0428,5.51251,4.55E-05,Metal,329.034
B4Li4Rh6,55,2.11945,169.802,0.282659,37.4114,5.78428,3.99E-05,Metal,514.888
Cu3O5Sr2,65,2.27474,98.8413,0.281097,28.3361,3.63613,6.25E-05,Metal,434.817
Ca2In4P4,194,2.1134,49.6848,0.223244,29.6129,3.1537,6.58E-05,Non-Metal,321.945
Cs8Te20,63,2.23932,20.3117,0.280369,89.0325,0.312046,0.000102692,Non-Metal,146.99
Dy4Ga4Pd4,62,2.11889,88.4494,0.405314,36.5356,0.710533,4.92E-05,Metal,176.012
N8Zr6,220,1.99689,247.669,0.261192,33.7156,13.6869,2.32E-05,Non-Metal,666.141
Ca1Pd2Si2,139,2.23553,99.0037,0.335359,14.6367,3.91309,4.95E-05,Metal,329.07
In2Pt4Tb2,194,2.26626,113.499,0.359076,24.1174,1.83411,3.95E-05,Metal,203.009
C1Ti1,225,1.85421,229.503,0.201768,4.01105,91.4544,2.04E-05,Metal,900.926
Au1C2Cs1,123,1.97247,43.2081,0.296653,12.0977,3.33356,5.92E-05,Non-Metal,225.985
Ba2Ce2N4,194,2.06129,107.22,0.296497,23.0479,5.08917,3.94E-05,Non-Metal,348.001
Al3V1,139,1.93304,111.147,0.185857,9.77316,25.0707,3.80E-05,Metal,657.135
C4Re2,194,1.97577,341.32,0.263372,14.8279,28.5904,1.99E-05,Metal,622.896
N2Re2,131,2.08067,317.244,0.314905,10.8906,19.418,2.10E-05,Metal,452.994
K2Sb2Sn2,186,2.11967,22.7307,0.24362,18.795,1.50833,9.83E-05,Non-Metal,192.081
Pt5Pu1,216,2.53119,194.27,0.315081,17.7181,4.64639,3.02E-05,Metal,267.964
Cu2Dy1Ge2,139,2.22348,87.9459,0.25867,14.749,5.16864,5.74E-05,Metal,322.012
Ag2Br2,11,2.53596,27.369,0.370561,13.3219,0.475994,0.000151096,Non-Metal,141.96
B1Lu1Rh3,221,2.1456,174.813,0.286141,14.1585,10.0724,3.25E-05,Metal,382.95
Cu1Ge6Y2,38,2.17407,72.5713,0.234874,26.3731,3.92314,5.82E-05,Metal,340.104
Ge4Pt4Th2,129,2.33022,137.463,0.350952,29.8207,2.1627,3.45E-05,Metal,237.046
F1K1,225,2.32268,21.6636,0.273969,6.61827,2.20533,0.000205708,Non-Metal,288.153
P8Sc12,62,1.92059,88.7973,0.245726,53.6901,5.01961,3.90E-05,Metal,499.975
B2N2,194,1.67128,204.693,0.21261,5.61933,82.6791,1.52E-05,Non-Metal,1271.01
Au4P6,12,2.34243,80.1783,0.333674,30.3095,1.48105,5.95E-05,Non-Metal,243.902
O14V4Y4,227,2.03061,182.699,0.285263,54.6916,6.22808,3.13E-05,Non-Metal,625.851
F2Ho2S2,129,2.01565,102.361,0.278626,17.2936,6.26803,4.67E-05,Non-Metal,357.087
F2La2S2,129,2.0683,84.2799,0.295456,17.4177,4.93591,4.81E-05,Non-Metal,342.885
Ru1Sb1Ti1,216,2.13275,133.526,0.372571,8.80887,5.6113,3.21E-05,Metal,278.962
Be2Si1,225,1.6242,91.924,0.282514,7.19328,22.0829,4.56E-05,Metal,685.031
Ge4Zr4,62,2.06055,118.5,0.256755,22.602,7.72131,3.46E-05,Metal,390.002
F8Pb2Pd2,140,2.28087,69.1878,0.357802,36.8074,0.928124,7.99E-05,Non-Metal,248.928
Pd2Y2,63,2.04066,79.1118,0.349637,11.9891,3.32485,4.57E-05,Metal,231.923
Co1La1Si3,107,2.04712,110.265,0.250037,13.8068,10.8168,4.06E-05,Metal,448.907
F2Sr1,225,2.17425,56.3241,0.32205,9.04903,3.49566,8.91E-05,Non-Metal,317.224
Sb4Zr4,198,2.06479,99.1943,0.265207,23.2448,5.7095,3.54E-05,Metal,317.002
Bi1U1,225,1.92265,44.5416,0.274341,6.09084,4.78268,4.86E-05,Metal,155.041
Lu1Pt1Sb1,216,2.2067,96.5658,0.300429,8.97908,5.66017,3.98E-05,Metal,230.962
Mo2O4,136,2.14816,214.117,0.315031,15.4018,12.0956,2.89E-05,Metal,572.888
Ce1Pb3,221,2.20569,48.5454,0.345773,12.3806,1.28281,6.31E-05,Metal,138.985
Lu6Os8Si26,223,2.01294,141.91,0.250737,111.257,3.34242,3.18E-05,Metal,419.987
Ag2Ga2S4,122,2.20516,53.3909,0.33126,24.2996,1.57514,7.32E-05,Non-Metal,261.901
Au1Li2Sn1,216,2.4251,42.102,0.333599,12.9212,1.09616,0.000129686,Metal,197.026
Ga4Se8Sr2,66,2.10476,44.6784,0.252704,42.1795,1.80968,6.73E-05,Non-Metal,270.079
P2Ta2,141,1.94474,169.802,0.302139,11.3888,12.87,2.70E-05,Metal,355.028
Er10Si6,193,1.83985,75.6158,0.1975,46.6062,4.72251,4.01E-05,Metal,309.972
Ag2In2O4,194,2.27581,99.186,0.380112,24.0486,1.49327,5.93E-05,Non-Metal,270.026
Al8B4Re12,227,2.05659,244.232,0.343148,68.0406,3.4084,2.48E-05,Metal,364.973
Fe2Hf8P2,124,1.83135,120.032,0.354212,35.6089,2.59334,3.28E-05,Metal,232.009
Sb2Zr4,139,1.93111,102.67,0.36982,17.7885,3.25829,3.28E-05,Metal,239.003
Bi8O12,227,2.10542,94.9621,0.277644,58.6652,2.31233,4.65E-05,Non-Metal,312.101
Hg6Y2,194,2.63095,50.5481,0.368148,25.5235,0.469715,8.95E-05,Metal,138.985
As1Ba1Pd1,187,2.25754,52.9486,0.323488,9.19135,2.68432,6.44E-05,Metal,207.946
In2S6Zn3,156,2.13481,59.6065,0.308964,32.7604,1.94549,6.45E-05,Non-Metal,303.072
Co4Si4V4,62,2.04672,201.321,0.256543,29.8647,11.5991,2.85E-05,Metal,621.053
C1Cr1,225,2.12042,205.445,0.325967,5.07189,20.8326,3.72E-05,Metal,602.206
Be2Pd6,63,2.45397,138.796,0.391849,24.0672,1.39383,5.26E-05,Metal,260.035
Cu4Hf4Si4,62,2.03581,141.213,0.276347,34.1476,5.40844,3.59E-05,Metal,372.971
Dy2Sn4,63,2.0928,55.6659,0.252008,18.1333,3.26052,5.56E-05,Metal,226.939
P2Ru2Sr1,139,2.16577,129.077,0.244418,13.776,12.1183,3.37E-05,Metal,446.95
Sc2Te2,194,2.04319,57.4254,0.297331,11.9726,4.16652,5.30E-05,Metal,255.982
Ba1Nb4O6,123,2.04514,193.384,0.248395,28.0621,12.4976,2.69E-05,Metal,579.942
Ga2Sc2,63,1.96291,70.2692,0.254576,11.5025,8.28117,5.10E-05,Metal,367.851
N4Os4,36,2.23314,346.724,0.274224,21.1271,15.2873,2.17E-05,Metal,514.958
Ba2F8Pd2,140,2.32754,58.5745,0.35649,36.9253,0.869524,8.69E-05,Non-Metal,261.106
Eu1Te1,221,1.91909,32.9389,0.345423,6.1897,2.02205,7.15E-05,Metal,136.952
Be2C2N4,122,1.87228,299.838,0.145994,7.80516,68.3642,1.30E-05,Non-Metal,1600.84
Al3Er3Ni3,189,1.87305,89.7785,0.319565,26.5635,3.33866,4.64E-05,Metal,282.048
Fe4Hf2,227,2.6521,98.2343,0.317058,18.2632,2.39784,7.00E-05,Metal,287.01
Al3Er1,221,2.09954,71.567,0.176779,11.3616,10.7424,5.82E-05,Metal,414.813
Co8Y12,58,1.75187,68.209,0.336378,59.4312,1.5827,4.67E-05,Metal,252.05
Ba1Te1,221,2.02374,28.7267,0.30141,6.19624,2.6017,7.40E-05,Non-Metal,154.971
Dy12Pt4,62,1.8151,65.2824,0.379977,48.5463,0.788135,4.17E-05,Metal,146.024
Ag1Cu4Yb1,216,2.31597,64.7767,0.359686,18.757,1.09648,9.10E-05,Metal,205.914
Br1K1,225,2.37152,9.05744,0.275523,7.25904,0.84292,0.000287105,Non-Metal,155.772
B8Rh8Y2,137,2.0717,219.487,0.320903,48.6647,5.12758,2.93E-05,Metal,478.119
Ir1Li1,187,2.30361,137.99,0.34105,5.94238,6.5718,4.95E-05,Metal,287.068
Mg3Y3Zn3,189,1.85046,47.7863,0.283003,26.8333,2.72902,6.62E-05,Metal,285.085
N2Tc4,194,2.18655,323.752,0.297204,15.3395,18.7691,2.04E-05,Metal,571.106
B6Ho1,221,1.62974,169.103,0.334627,18.4136,11.2188,3.49E-05,Metal,527.965
Ni2Ta1,139,2.07237,200.517,0.331512,8.57559,11.687,3.01E-05,Metal,353.002
As1Na3,225,1.97451,19.3249,0.280102,12.9016,1.58923,0.000175038,Non-Metal,245.745
C2Co1Th1,38,2.00198,185.169,0.288247,11.0362,15.5496,2.90E-05,Metal,434.017
Ba2In4,74,2.24348,26.7705,0.212458,18.9057,1.64741,0.000101228,Metal,190.965
Cs1I1,225,2.46685,5.84975,0.311539,7.24747,0.286487,0.000275423,Non-Metal,82.0159
Ca1P2Ru2,139,2.18936,147.502,0.190027,12.9544,19.5328,3.17E-05,Metal,561.996
Cu3Nb1Te4,215,2.18381,54.2525,0.226551,23.9411,3.30112,5.80E-05,Non-Metal,276.06
Ta4Zn8,194,2.06597,133.099,0.236341,34.3007,5.84161,4.00E-05,Metal,369.999
Pb3Tb1,221,2.09741,45.1776,0.418482,12.4357,0.468345,6.47E-05,Metal,95.0241
B2Pd4,58,2.34822,169.328,0.357831,17.4128,3.82102,4.19E-05,Metal,343.074
Al8C4Mo12,213,2.00211,214.485,0.363434,66.3523,3.29673,2.54E-05,Metal,424.961
As12Co4,204,2.24499,98.8215,0.198787,44.9848,4.46794,4.81E-05,Metal,427.047
Dy4Ge4Mg2,127,1.96017,68.7877,0.196871,29.2667,5.08064,4.95E-05,Metal,317.077
In4Mn2S8,227,2.14563,62.5623,0.343575,41.9348,1.30611,5.96E-05,Non-Metal,275.099
Cu2In1Lu1,225,2.19322,76.3304,0.29053,12.0935,3.80571,6.46E-05,Metal,256.99
S12Tb8,62,1.89827,81.7124,0.273805,58.2084,2.84732,4.14E-05,Non-Metal,316.913
As1Na1,123,2.01058,35.6031,0.244658,6.11567,5.58813,0.000107588,Metal,296.79
Al4O8Zn2,227,1.91026,184.982,0.2558,31.7367,11.6634,3.27E-05,Non-Metal,757.013
C1Rh3Tb1,221,2.18805,187.136,0.328746,14.3026,7.53173,3.11E-05,Metal,356
Al7Cu16Yb6,225,2.1593,65.5944,0.276,87.6372,1.05698,7.72E-05,Metal,285.897
Os1Si1,221,2.17518,279.581,0.323842,5.57623,22.4741,2.28E-05,Metal,403.995
Ge4Mn4,198,2.2448,50.5913,0.347074,24.9782,0.992193,9.92E-05,Metal,229.049
In2Se4Zn1,82,2.18552,44.1981,0.250639,21.2519,2.51657,7.03E-05,Non-Metal,255.006
Mg3Nb6O11,164,2.01958,195.729,0.291573,50.3981,6.82779,2.87E-05,Non-Metal,601.929
N4Os2,58,2.21242,340.262,0.235709,14.671,25.3391,2.31E-05,Metal,644.947
F3Rb1Yb1,221,2.11258,38.5751,0.269999,15.5961,2.1863,0.000114538,Non-Metal,256.04
Ca6Rh8Sn26,223,2.35187,65.0683,0.353401,122.405,0.406853,6.00E-05,Metal,207.091
Ni1Sb1Sc1,216,2.112,91.0823,0.240897,8.59935,11.3982,4.54E-05,Metal,372.982
Ho16In4Rh4,216,1.82703,63.1911,0.27881,71.9866,1.5774,4.47E-05,Metal,213.933
Nb6Sn6Tb1,191,2.10065,114.455,0.236164,37.1814,5.69364,3.19E-05,Metal,354.919
Ga3Hf3Ni3,189,2.06696,138.406,0.283584,25.9618,5.51054,3.75E-05,Metal,341.078
Be1H3Na1,221,1.67967,49.1963,0.174922,10.9742,10.7579,0.000120488,Non-Metal,843.976
C3Nb4,221,1.93816,257.364,0.277721,17.5583,21.7295,2.00E-05,Metal,599.011
Ca1Hg1,221,2.2565,30.2639,0.236697,6.33596,2.97862,0.000108538,Metal,188.052
Ca1Cd2P2,164,2.0902,54.6171,0.245775,14.815,4.67025,6.52E-05,Non-Metal,316.88
Dy1Tl3,221,2.39981,40.2199,0.39099,12.744,0.48435,9.12E-05,Metal,107.019
Ca4S12Zr4,62,1.93959,76.6042,0.272698,56.0466,3.40849,4.21E-05,Non-Metal,415.891
Ce1Pt3,221,2.28823,170.978,0.331475,11.8259,5.85664,2.95E-05,Metal,254.066
Li1Pd1,187,2.36476,62.1949,0.325129,6.21363,3.39727,0.000106622,Metal,281.119
Mg4Si2,227,1.82939,37.6413,0.358556,18.0479,1.84587,9.24E-05,Metal,304.022
Fe1Ga2Hf6,189,1.73356,117.095,0.30511,26.4372,5.37119,3.05E-05,Metal,261.057
Ca4Ga4Ge4,194,2.12962,44.5365,0.228923,36.0721,2.19223,8.23E-05,Metal,310.984
Al36Mg6W4,227,2.00812,84.2223,0.232091,125.266,2.38891,4.99E-05,Metal,489.174
Ni2S2,194,1.4784,80.2612,0.320444,11.3625,11.9317,4.76E-05,Non-Metal,378.09
Al8Zr4,194,1.91879,107.019,0.19522,31.4476,10.6146,3.54E-05,Metal,541.033
Ag3Pb3Y3,189,2.30591,54.2373,0.281177,27.6516,1.53505,6.74E-05,Metal,207.991
Ru6Sn14,229,2.39765,96.3464,0.341687,60.0735,1.06825,4.58E-05,Metal,244.051
B2Mg1,191,1.70729,143.246,0.188179,5.54489,56.0154,3.03E-05,Metal,995.811
Tb1Zn1,221,1.83792,51.2511,0.2615,6.04325,6.98598,6.22E-05,Metal,224.966
Hg1Pt1,123,2.76796,127.156,0.385629,6.15339,2.23816,4.96E-05,Metal,176.006
As1Pu1,221,2.31457,72.8939,0.403527,6.19159,1.42466,5.98E-05,Metal,139.938
Al2Pd5Y1,139,2.32663,124.368,0.312734,23.349,3.62437,4.53E-05,Metal,333.882
Pd3Sc3Sn3,189,2.26808,90.2694,0.307079,26.6682,2.73852,4.83E-05,Metal,292.024
Mo8P5,6,2.09366,226.421,0.287623,34.4291,9.56334,2.27E-05,Metal,510.062
Al8Zr4,194,1.92535,106.952,0.194855,31.4478,10.5362,3.55E-05,Metal,540.924
Cu4La4,62,1.84012,45.8355,0.366654,24.4835,1.0792,6.32E-05,Metal,168.035
Al8C2O8,36,1.87543,141.262,0.277917,41.13,8.40465,3.18E-05,Non-Metal,745.098
Ni5U1,216,2.26556,172.665,0.26958,16.8895,8.43193,3.87E-05,Metal,410.967
F6Na2Ni2,63,2.18476,72.0247,0.3,28.8515,2.43302,9.55E-05,Non-Metal,440.3
Er2,194,1.29092,41.7764,0.206472,5.9693,16.1785,4.02E-05,Metal,195.017
Al4Ca12Sb12,62,1.93558,39.2476,0.244053,83.9909,1.2808,6.50E-05,Non-Metal,266.936
La1Zn1,221,1.87248,40.8624,0.269056,6.08364,5.71992,6.82E-05,Metal,215.941
Sn2Ti4,194,2.02456,99.5894,0.302147,17.3157,5.82538,4.01E-05,Metal,342.99
Cs2F6Ge1,225,2.23533,43.0605,0.360997,28.0477,0.821265,9.88E-05,Non-Metal,233.97
Ag1Pt3,221,2.85082,166.167,0.370495,12.1378,2.22655,4.38E-05,Metal,221.929
Pd8S2,114,2.65653,128.461,0.37508,30.2068,1.22034,5.42E-05,Metal,262.957
Ge4O8,205,2.37719,210.371,0.245838,28.3512,8.83535,3.89E-05,Non-Metal,713.839
Cd1Tb1,221,1.94401,49.7514,0.315836,6.104,4.02585,5.92E-05,Metal,179.921
