compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,AtomicNumber_Mean,AtomicNumber_Weighted_Mean,AtomicNumber_Geometric_Mean,AtomicNumber_Weighted_Geometric_Mean,AtomicNumber_Entropy,AtomicNumber_Weighted_Entropy,AtomicNumber_Range,AtomicNumber_Weighted_Range,AtomicNumber_Standard_Deviation,AtomicNumber_Weighted_Standard_Deviation,AtomicMass_Mean,AtomicMass_Weighted_Mean,AtomicMass_Geometric_Mean,AtomicMass_Weighted_Geometric_Mean,AtomicMass_Entropy,AtomicMass_Weighted_Entropy,AtomicMass_Range,AtomicMass_Weighted_Range,AtomicMass_Standard_Deviation,AtomicMass_Weighted_Standard_Deviation,AtomicRadius_Mean,AtomicRadius_Weighted_Mean,AtomicRadius_Geometric_Mean,AtomicRadius_Weighted_Geometric_Mean,AtomicRadius_Entropy,AtomicRadius_Weighted_Entropy,AtomicRadius_Range,AtomicRadius_Weighted_Range,AtomicRadius_Standard_Deviation,AtomicRadius_Weighted_Standard_Deviation,Electronegativity_Mean,Electronegativity_Weighted_Mean,Electronegativity_Geometric_Mean,Electronegativity_Weighted_Geometric_Mean,Electronegativity_Entropy,Electronegativity_Weighted_Entropy,Electronegativity_Range,Electronegativity_Weighted_Range,Electronegativity_Standard_Deviation,Electronegativity_Weighted_Standard_Deviation,material_type,debye_temperature
Cs3In9,119,2.57809,15.0015,0.249797,41.4413,0.36912,0.000194347,52.0,50.5,51.91338940966964,50.43566279007159,0.6914820549566938,0.5855106902514021,6.0,23.0,3.0,39.23805550737702,123.8615,119.33975000000001,123.53091228514424,119.09480377730881,0.6904793580273827,0.5914522904315495,18.087000000000003,52.88725,9.043500000000002,92.30123818948748,227.0,191.5,215.61076039938266,183.3992328836293,0.6434024929542592,0.668313995500292,142.0,42.5,71.0,138.70562353415957,1.2850000000000001,1.5325,1.1858330405246769,1.452853334694843,0.6169988386038352,0.3842413497214663,0.99,1.1375,0.495,1.3495300107815313,Metal,148.99
Re4S4Te4,216,2.14379,121.89,0.247987,34.4004,5.67341,3.07E-05,47.666666666666664,47.666666666666664,39.663849653615486,39.663849653615486,0.9513921726564527,0.9513921726564527,59.0,19.666666666666668,24.280765135299085,56.7978872846517,115.28899999999999,115.28899999999999,91.32788464216229,91.32788464216229,0.9217077743079655,0.9217077743079656,154.147,51.38233333333333,63.529494163472336,138.08476951093803,133.0,133.0,126.72098624372707,126.72098624372707,1.0507273206569814,1.0507273206569814,100.0,33.33333333333333,41.432676315520176,155.42701037964912,2.1933333333333334,2.1933333333333334,2.175358640819993,2.175358640819993,1.0902828521901529,1.0902828521901529,0.6800000000000002,0.22666666666666668,0.285345794120436,2.537995709654022,Non-Metal,347.976
Cu4Sb4Se8,62,2.16354,52.6009,0.280119,48.4292,1.39627,6.64E-05,38.0,37.0,36.91042368249424,36.16025646432835,1.0689094643989003,1.0438257177470636,22.0,9.75,9.41629792788369,43.27961413876053,88.09233333333334,85.81200000000001,84.85683546968271,83.34547637126423,1.060689116252989,1.0370727802204172,58.214000000000006,23.599000000000004,24.625413571259177,100.50760437151014,127.0,121.0,125.70492385272743,119.59789150154687,1.0886788698980159,1.0796359036688419,42.0,18.25,17.663521732655695,140.4025462732069,2.1666666666666665,2.2624999999999997,2.149558229045902,2.243349585057485,1.0905510960446603,0.9872707563515997,0.6499999999999999,0.7999999999999999,0.27788886667555107,2.689388871100644,Non-Metal,255.048
Ag1Zr2,139,1.9271,90.8162,0.337855,8.88198,6.13645,3.89E-05,43.5,42.33333333333333,43.3589667773576,42.209085889802985,0.689906791701363,0.6589975742201402,7.0,10.999999999999998,3.5,30.928232338036317,99.54599999999999,96.77199999999999,99.19753238866379,96.46511425721914,0.6896486570592881,0.659777439946484,16.64399999999999,24.860000000000007,8.321999999999996,70.64998083510001,185.5,192.33333333333331,184.36377084449103,191.3107884853991,0.687028224428865,0.5984962992193636,41.0,82.33333333333331,20.5,147.93729903051644,1.63,1.53,1.6021547990128795,1.5057522829993217,0.6761132080165966,0.6804462349089659,0.5999999999999999,0.2433333333333334,0.29999999999999993,1.0954704722426596,Metal,258.016
Nb2P2,141,1.96896,159.958,0.286052,10.8413,16.883,2.77E-05,28.0,28.0,24.79919353527449,24.79919353527449,0.5811158380314033,0.5811158380314033,26.0,13.0,13.0,21.828879952943073,61.940000000000005,61.940000000000005,53.643922712642855,53.64392271264286,0.5623706152738392,0.5623706152738392,61.932,30.966,30.966000000000005,48.96660472199395,148.0,148.0,139.2982411949268,139.2982411949268,0.634941599637459,0.634941599637459,100.0,50.0,50.0,110.46266337545913,1.895,1.895,1.8718974330876144,1.8718974330876144,0.6809807452744423,0.6809807452744423,0.5899999999999999,0.29499999999999993,0.29499999999999993,1.3561065592349297,Metal,469.053
Ca1S1,225,1.93521,52.2683,0.222083,5.6097,14.7572,5.85E-05,18.0,18.0,17.88854381999832,17.88854381999832,0.6869615765973234,0.6869615765973234,4.0,2.0,2.0,12.806248474865697,36.069,36.069,35.845511295000385,35.845511295000385,0.6869574515226113,0.6869574515226113,8.018,4.009,4.009,25.66169170183447,141.0,141.0,130.6598637684886,130.6598637684886,0.6207364236602135,0.6207364236602135,106.0,53.0,53.0,106.51291001564083,1.79,1.79,1.606237840420901,1.606237840420901,0.5923190436392857,0.5923190436392857,1.58,0.79,0.79,1.38351002887583,Non-Metal,436.099
Ca4Ge4Ni6,51,1.87681,73.2013,0.259377,40.4149,3.49629,5.30E-05,26.666666666666668,26.857142857142854,26.168530481508714,26.422645112479675,1.080527626604172,1.0560573532426365,12.0,6.2857142857142865,4.988876515698588,31.32971465570925,57.13366666666667,57.356428571428566,55.48847610338101,55.93532379826089,1.0706066156105218,1.0509862494927176,32.55199999999999,13.703285714285713,13.334961975532169,66.96442875443769,156.0,155.0,153.44968589399502,152.8059718340857,1.0820330403472478,1.0712901111066733,69.0,28.14285714285714,28.600699292150182,180.14042141776906,1.64,1.6785714285714284,1.5658247072947318,1.6109064360566092,1.0568821110541178,1.0185598277595362,1.0099999999999998,0.5328571428571428,0.4543860326491854,1.9746133695444466,Metal,358.008
Cu1Hf1Hg2,216,2.50532,92.7529,0.426147,12.4233,0.638006,5.85E-05,60.333333333333336,65.25,55.073180822223975,60.46131896357105,1.0209629405880674,0.8993887978354289,51.0,32.75,22.395436042987765,78.95647535193045,147.5426666666667,160.805,131.52406976440804,146.16127783859366,1.0035618751909898,0.878848551764392,137.04600000000002,84.40950000000001,60.0760884730541,195.34862177527643,174.66666666666666,173.75,172.77297674127695,172.32801657726588,1.0877153839568967,1.0369484134723197,63.0,49.25,25.849994627121728,203.75812867220782,1.7333333333333334,1.8,1.7031084994052677,1.7729203955903783,1.081948954692155,0.9871680576866138,0.7,0.675,0.30912061651652345,2.13804817532253,Metal,134.009
Ga4Ho2Pd2,63,2.27119,88.0087,0.293613,23.9287,2.78277,5.52E-05,48.0,43.75,45.71563705082724,41.48480046162653,1.051163903209802,1.0864188790064353,36.0,5.25,14.7648230602334,50.66680372788479,113.69100000000002,102.699,106.96285662718044,96.11004068480081,1.0392838371920567,1.083051151186377,95.20700000000001,14.627500000000001,39.206664339964796,119.03929546372491,177.0,166.75,173.1854293861969,163.03026711921714,1.0768056048245394,1.080343337234893,90.0,25.75,37.17526059088221,193.4085701306951,1.7466666666666668,1.7625,1.6982519517197503,1.7255249190228583,1.0717498931618028,1.0102943409835368,0.9700000000000002,0.5975,0.39852505846210257,2.079059282464067,Metal,277.089
Ca2Ga4,194,2.2556,40.8836,0.165724,18.1104,3.93579,9.84E-05,25.5,27.33333333333333,24.899799195977465,26.786612456654932,0.669703107035711,0.555536596729186,11.0,13.999999999999998,5.5,21.715329966536437,54.9005,59.84133333333333,52.86169117612489,57.97214777512776,0.6562440728674714,0.530985617685968,29.644999999999996,33.12266666666667,14.822499999999998,48.36370654851746,165.0,155.33333333333331,162.43152403397562,153.0945917127152,0.677621298950257,0.6790726622569829,58.0,26.0,29.0,111.36526488192905,1.405,1.5399999999999998,1.3453624047073711,1.4852026538533307,0.651005981583128,0.5223782606061149,0.81,0.8733333333333333,0.405,1.2518608371362832,Metal,341.195
Cd2Er4Ge4,127,2.05652,70.9255,0.239841,29.8026,3.36541,5.21E-05,49.333333333333336,49.60000000000001,47.09412253506668,46.91500899031755,1.0536465888644848,0.9968673335895756,36.0,17.6,14.727148022916348,58.78775382679629,117.43333333333332,118.43780000000001,110.94424621347753,110.65320010247959,1.0437062869065068,0.9827576506957922,94.62899999999999,44.42139999999999,38.79501500909048,140.90093038244993,170.66666666666666,172.60000000000002,165.68433260505458,166.6374288769526,1.0690155825379009,1.010871611694982,101.0,58.2,41.79579989531111,203.7148988169496,1.6466666666666665,1.638,1.6149837212045335,1.6003848738288282,1.079798506101084,1.0367080747007356,0.7699999999999998,0.4659999999999999,0.31584102892999116,1.9208643887583525,Metal,269.963
S6Zn6,186,1.99227,63.2638,0.285296,35.0248,2.72643,6.21E-05,23.0,23.0,21.908902300206645,21.908902300206645,0.6460905050608089,0.6460905050608089,14.0,7.0,7.0,17.0,48.72,48.72,45.78299684380654,45.782996843806536,0.6334845710452014,0.6334845710452014,33.31999999999999,16.659999999999997,16.659999999999997,36.40874894857004,115.0,115.0,111.78550889985696,111.78550889985696,0.665326779125538,0.665326779125538,54.0,27.0,27.0,83.52843827104634,2.115,2.115,2.063249863685928,2.063249863685928,0.6687798005513061,0.6687798005513061,0.9300000000000002,0.4650000000000001,0.4650000000000001,1.5312494897958338,Non-Metal,348.987
Ge8,194,2.26676,52.905,0.199588,23.7605,3.63824,6.96E-05,32.0,32.0,32.0,32.0,-0.0,-0.0,0.0,0.0,0.0,0.0,72.63,72.63,72.63,72.63,-0.0,-0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.0,125.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2.01,2.01,2.01,2.01,-0.0,-0.0,0.0,0.0,0.0,0.0,Metal,329.987
Ho12Ru4,62,1.72595,67.5491,0.307572,47.9238,2.00312,3.97E-05,55.5,61.25,54.29548784199291,60.31415825006203,0.6715234500366745,0.4707740047803281,23.0,39.25,11.5,51.439892107196336,133.0,148.965,129.1103214309375,145.92520451794653,0.664045719496069,0.4552837672267188,63.860000000000014,98.43,31.930000000000007,126.25180419502924,202.0,214.0,200.5691900566984,212.90522997994634,0.6860723487841012,0.5112197532730746,48.0,125.0,24.0,175.24411545041963,1.715,1.4725000000000001,1.6449924011982548,1.4224417926487727,0.6526087681329169,0.6607996609886426,0.9700000000000002,0.37249999999999994,0.4850000000000001,1.0740140827754543,Metal,201.985
Si2Th1,191,2.09872,94.7866,0.366404,8.95909,4.01412,4.11E-05,52.0,39.33333333333333,35.4964786985977,26.03151995812592,0.3950671208304354,0.5479338056976176,76.0,20.666666666666668,38.0,31.418324447861806,130.0615,96.06933333333333,80.7266203305948,56.77659235954867,0.3422460723577614,0.49324195563570084,203.953,58.622666666666674,101.9765,79.57994048195256,145.5,134.0,141.35062787267697,130.40857647431167,0.664766272305833,0.6876794221118472,69.0,14.0,34.5,95.26804291051643,1.6,1.7,1.571623364550171,1.6742366760300893,0.6754645824509032,0.5676566971046663,0.5999999999999999,0.8333333333333333,0.29999999999999993,1.3387390418682135,Metal,239.049
