# iteration, cost_adam
8.000000000000000000e+03,1.494348475360910422e-01
8.000000000000000000e+03,1.465892548717946664e-01
8.000000000000000000e+03,1.652489900656297639e-01
8.000000000000000000e+03,1.280136246104986442e-01
8.000000000000000000e+03,1.702646966191568578e-01
8.000000000000000000e+03,1.119302323988061176e-01
8.000000000000000000e+03,1.099599312882367508e-01
8.000000000000000000e+03,1.236800690188104984e-01
8.000000000000000000e+03,1.723608740089941915e-01
8.000000000000000000e+03,1.450855066742449684e-01
8.000000000000000000e+03,1.548681552295808617e-01
8.000000000000000000e+03,1.430006977651323841e-01
8.000000000000000000e+03,1.112484249597511382e-01
8.000000000000000000e+03,1.745030888324363982e-01
8.000000000000000000e+03,2.462559963390147377e-01
8.500000000000000000e+03,1.322583960292640914e-01
8.500000000000000000e+03,1.531146084399691576e-01
8.500000000000000000e+03,1.462277780461100907e-01
8.500000000000000000e+03,1.491462010227357360e-01
8.500000000000000000e+03,1.459700056534544432e-01
8.500000000000000000e+03,1.648981839520287096e-01
8.500000000000000000e+03,1.281519943021432184e-01
8.500000000000000000e+03,1.698624300726237768e-01
8.500000000000000000e+03,1.117606670839653704e-01
8.500000000000000000e+03,1.101206877826713115e-01
8.500000000000000000e+03,1.238085767976095791e-01
8.500000000000000000e+03,1.723286300250956582e-01
8.500000000000000000e+03,1.449222889715685580e-01
8.500000000000000000e+03,1.552282534774226674e-01
8.500000000000000000e+03,1.432887915822008140e-01
8.500000000000000000e+03,1.109324347666389987e-01
8.500000000000000000e+03,1.754041132757243049e-01
8.500000000000000000e+03,2.381415690308348876e-01
9.000000000000000000e+03,1.321280435728255931e-01
9.000000000000000000e+03,1.525091159290221376e-01
9.000000000000000000e+03,1.463306198179337159e-01
9.000000000000000000e+03,1.491175138065649053e-01
9.000000000000000000e+03,1.457173893807288123e-01
9.000000000000000000e+03,1.647444015257549244e-01
9.000000000000000000e+03,1.281662699659495974e-01
9.000000000000000000e+03,1.695813782517913704e-01
9.000000000000000000e+03,1.117094940563596595e-01
9.000000000000000000e+03,1.101381160421560368e-01
9.000000000000000000e+03,1.238609919666875392e-01
9.000000000000000000e+03,1.722562427490833548e-01
9.000000000000000000e+03,1.447676975543877587e-01
9.000000000000000000e+03,1.549411811024876129e-01
9.000000000000000000e+03,1.435473048317790212e-01
9.000000000000000000e+03,1.106614509257948104e-01
9.000000000000000000e+03,1.756890377512905221e-01
9.000000000000000000e+03,2.342407353076217391e-01
9.500000000000000000e+03,1.320507536050595787e-01
9.500000000000000000e+03,1.520079537192195740e-01
9.500000000000000000e+03,1.463155956878177677e-01
9.500000000000000000e+03,1.491001295128385196e-01
9.500000000000000000e+03,1.454808584876355337e-01
9.500000000000000000e+03,1.644871929602493010e-01
9.500000000000000000e+03,1.281376846848708562e-01
9.500000000000000000e+03,1.692914395379017944e-01
9.500000000000000000e+03,1.115402697274042176e-01
9.500000000000000000e+03,1.100682696266976068e-01
9.500000000000000000e+03,1.238237396083647912e-01
9.500000000000000000e+03,1.723297653967072740e-01
9.500000000000000000e+03,1.446091301654315042e-01
9.500000000000000000e+03,1.546956618106657411e-01
9.500000000000000000e+03,1.435102729542115929e-01
9.500000000000000000e+03,1.105278030672141865e-01
9.500000000000000000e+03,1.756825321202997170e-01
9.500000000000000000e+03,2.326593454428692309e-01
1.000000000000000000e+04,1.319826116391069060e-01
1.000000000000000000e+04,1.515768974900799926e-01
1.000000000000000000e+04,1.462261957864383621e-01
1.000000000000000000e+04,1.491689294067981564e-01
1.000000000000000000e+04,1.452981900670775040e-01
1.000000000000000000e+04,1.642829694309073107e-01
1.000000000000000000e+04,1.280830498243800963e-01
1.000000000000000000e+04,1.690470872922720524e-01
1.000000000000000000e+04,1.113739294191360280e-01
1.000000000000000000e+04,1.099028939896204149e-01
1.000000000000000000e+04,1.237761919209374589e-01
1.000000000000000000e+04,1.723551531250978874e-01
1.000000000000000000e+04,1.444798045121136743e-01
1.000000000000000000e+04,1.544250948332794027e-01
1.000000000000000000e+04,1.433341017896893610e-01
1.000000000000000000e+04,1.104301034211414290e-01
1.000000000000000000e+04,1.756000509502754214e-01
1.000000000000000000e+04,2.318129282456624085e-01
1.050000000000000000e+04,1.318972025242314272e-01
1.050000000000000000e+04,1.512060410600756799e-01
1.050000000000000000e+04,1.461754770755242516e-01
1.050000000000000000e+04,1.492332809216244394e-01
1.050000000000000000e+04,1.451147694073706695e-01
1.050000000000000000e+04,1.640199807497846052e-01
1.050000000000000000e+04,1.281129450138415726e-01
1.050000000000000000e+04,1.687952007334865834e-01
1.050000000000000000e+04,1.112922460085678522e-01
1.050000000000000000e+04,1.097803358319015127e-01
1.050000000000000000e+04,1.236675046731074146e-01
1.050000000000000000e+04,1.723723841384882660e-01
1.050000000000000000e+04,1.444375759088336597e-01
1.050000000000000000e+04,1.542135793733330484e-01
1.050000000000000000e+04,1.430712894249434042e-01
1.050000000000000000e+04,1.103261115365223172e-01
1.050000000000000000e+04,1.754250068108137439e-01
1.050000000000000000e+04,2.312986214105006155e-01
1.100000000000000000e+04,1.318002685040438327e-01
1.100000000000000000e+04,1.509372283044844165e-01
1.100000000000000000e+04,1.460734744113624806e-01
1.100000000000000000e+04,1.491909344105060153e-01
1.100000000000000000e+04,1.450050022095624169e-01
1.100000000000000000e+04,1.637639712000981129e-01
1.100000000000000000e+04,1.281371682444415183e-01
1.100000000000000000e+04,1.685595304294747743e-01
1.100000000000000000e+04,1.111609999799183790e-01
1.100000000000000000e+04,1.096717277844557192e-01
1.100000000000000000e+04,1.236022087109819589e-01
1.100000000000000000e+04,1.723759689412016627e-01
1.100000000000000000e+04,1.443808909785999073e-01
1.100000000000000000e+04,1.540855483212111576e-01
1.100000000000000000e+04,1.428087817186401987e-01
1.100000000000000000e+04,1.102175001632650364e-01
1.100000000000000000e+04,1.752000333012846967e-01
1.100000000000000000e+04,2.309556957651776876e-01
1.150000000000000000e+04,1.317213735714574674e-01
1.150000000000000000e+04,1.505570759751676813e-01
1.150000000000000000e+04,1.459988883901146839e-01
1.150000000000000000e+04,1.495487038187760520e-01
1.150000000000000000e+04,1.447562327840191398e-01
1.150000000000000000e+04,1.608488078109868158e-01
1.150000000000000000e+04,1.282912840195651327e-01
1.150000000000000000e+04,1.682028053349954311e-01
1.150000000000000000e+04,1.107124801941237469e-01
1.150000000000000000e+04,1.098206923931256129e-01
1.150000000000000000e+04,1.236535510114326886e-01
1.150000000000000000e+04,1.728792889140287059e-01
1.150000000000000000e+04,1.441925475026348269e-01
1.150000000000000000e+04,1.540740029987052173e-01
1.150000000000000000e+04,1.427815951729093369e-01
1.150000000000000000e+04,1.101407017356577922e-01
1.150000000000000000e+04,1.747827656741896829e-01
1.150000000000000000e+04,2.308944016551717215e-01
1.200000000000000000e+04,1.318270603504054783e-01
1.200000000000000000e+04,1.505339852282283619e-01
1.200000000000000000e+04,1.460745486187423614e-01
1.200000000000000000e+04,1.493541196794553605e-01
1.200000000000000000e+04,1.445337086075186017e-01
1.200000000000000000e+04,1.593018925377328587e-01
1.200000000000000000e+04,1.282514725093766572e-01
1.200000000000000000e+04,1.679619013231344604e-01
1.200000000000000000e+04,1.107127569219957947e-01
1.200000000000000000e+04,1.098607975405382631e-01
1.200000000000000000e+04,1.236687460674976424e-01
1.200000000000000000e+04,1.729807440902064453e-01
1.200000000000000000e+04,1.442979428880207526e-01
1.200000000000000000e+04,1.539156602947099328e-01
1.200000000000000000e+04,1.403229729379303625e-01
1.200000000000000000e+04,1.100828885387254014e-01
1.200000000000000000e+04,1.745295767065331571e-01
1.200000000000000000e+04,2.307815315300179027e-01
1.250000000000000000e+04,1.318660534608034340e-01
1.250000000000000000e+04,1.502794232845889311e-01
1.250000000000000000e+04,1.460541764232559103e-01
1.250000000000000000e+04,1.491945323104765520e-01
1.250000000000000000e+04,1.443353319627962983e-01
1.250000000000000000e+04,1.584887773869171901e-01
1.250000000000000000e+04,1.281216074787230874e-01
1.250000000000000000e+04,1.679234531795757157e-01
1.250000000000000000e+04,1.108430070750151264e-01
1.250000000000000000e+04,1.098723609311166444e-01
1.250000000000000000e+04,1.236464018758306194e-01
1.250000000000000000e+04,1.728385754294869958e-01
1.250000000000000000e+04,1.442856972894803469e-01
1.250000000000000000e+04,1.536823869052327263e-01
1.250000000000000000e+04,1.382164170454938390e-01
1.250000000000000000e+04,1.100523752734496735e-01
1.250000000000000000e+04,1.744584322978792734e-01
1.250000000000000000e+04,2.309173596338636447e-01
1.300000000000000000e+04,1.318840937768056276e-01
1.300000000000000000e+04,1.501261213945886686e-01
1.300000000000000000e+04,1.460984922820734722e-01
1.300000000000000000e+04,1.486099468682834657e-01
1.300000000000000000e+04,1.441665739191201889e-01
1.300000000000000000e+04,1.577903917288386304e-01
1.300000000000000000e+04,1.279822423441454304e-01
1.300000000000000000e+04,1.679737116629071436e-01
1.300000000000000000e+04,1.108947499154222527e-01
1.300000000000000000e+04,1.099084959046935789e-01
1.300000000000000000e+04,1.236337433245084938e-01
1.300000000000000000e+04,1.728033251999141762e-01
1.300000000000000000e+04,1.442392017954315098e-01
1.300000000000000000e+04,1.535823663750361945e-01
1.300000000000000000e+04,1.368335527959354814e-01
1.300000000000000000e+04,1.100795955344475024e-01
1.300000000000000000e+04,1.744130859252024102e-01
1.300000000000000000e+04,2.308330851023895347e-01
1.350000000000000000e+04,1.318773429066503744e-01
1.350000000000000000e+04,1.499654900778744637e-01
1.350000000000000000e+04,1.461107738563400815e-01
1.350000000000000000e+04,1.459676635385995791e-01
1.350000000000000000e+04,1.440996461213399638e-01
1.350000000000000000e+04,1.573621090797250599e-01
1.350000000000000000e+04,1.279514317613637819e-01
1.350000000000000000e+04,1.681260520158248395e-01
1.350000000000000000e+04,1.112127988184575117e-01
1.350000000000000000e+04,1.099269102123960201e-01
1.350000000000000000e+04,1.236126391946207048e-01
1.350000000000000000e+04,1.727449420444938100e-01
1.350000000000000000e+04,1.443323453564263614e-01
1.350000000000000000e+04,1.533229288803038548e-01
1.350000000000000000e+04,1.352358620242070375e-01
1.350000000000000000e+04,1.100042900789172939e-01
1.350000000000000000e+04,1.744216683527721468e-01
1.350000000000000000e+04,2.310770758198884001e-01
1.400000000000000000e+04,1.317238922833409709e-01
1.400000000000000000e+04,1.497958635324807830e-01
1.400000000000000000e+04,1.460797296574960213e-01
1.400000000000000000e+04,1.447151638632400983e-01
1.400000000000000000e+04,1.440021573250384601e-01
1.400000000000000000e+04,1.570419780179829472e-01
1.400000000000000000e+04,1.278548590507355975e-01
1.400000000000000000e+04,1.682670682358044789e-01
1.400000000000000000e+04,1.112521416987225092e-01
1.400000000000000000e+04,1.099257365139149345e-01
1.400000000000000000e+04,1.235358408017609433e-01
1.400000000000000000e+04,1.726222039686983456e-01
1.400000000000000000e+04,1.444001019481692405e-01
1.400000000000000000e+04,1.531392369736957471e-01
1.400000000000000000e+04,1.345418583082699515e-01
1.400000000000000000e+04,1.099949835284207283e-01
1.400000000000000000e+04,1.744555083027883313e-01
1.400000000000000000e+04,2.310099145466395221e-01
1.450000000000000000e+04,1.315883787063791277e-01
1.450000000000000000e+04,1.496696585581776540e-01
1.450000000000000000e+04,1.460747145877838715e-01
1.450000000000000000e+04,1.440184458167860226e-01
1.450000000000000000e+04,1.438991988165355673e-01
1.450000000000000000e+04,1.567596606773213330e-01
1.450000000000000000e+04,1.277799003303227710e-01
1.450000000000000000e+04,1.683345545355826312e-01
1.450000000000000000e+04,1.112080335485539084e-01
1.450000000000000000e+04,1.098915504361574480e-01
1.450000000000000000e+04,1.234964757365165644e-01
1.450000000000000000e+04,1.724643311360932740e-01
1.450000000000000000e+04,1.443952712955524631e-01
1.450000000000000000e+04,1.529763956050603779e-01
1.450000000000000000e+04,1.341125048936788744e-01
1.450000000000000000e+04,1.100226138288333821e-01
1.450000000000000000e+04,1.744369050932091936e-01
1.450000000000000000e+04,2.308632301442043178e-01
