# iteration, cost_sgd
1.000000000000000000e+04,2.364070695466643224e-01
1.000000000000000000e+04,2.428360798507153973e-01
1.000000000000000000e+04,2.820368552440074561e-01
1.000000000000000000e+04,2.854982677919566392e-01
1.000000000000000000e+04,2.351036281240057868e-01
1.000000000000000000e+04,2.568278934703558947e-01
1.000000000000000000e+04,2.061016892545215196e-01
1.000000000000000000e+04,1.782389470765538553e-01
1.000000000000000000e+04,2.106525058303663767e-01
1.000000000000000000e+04,2.465769217868194751e-01
1.000000000000000000e+04,3.142232149540131747e-01
1.000000000000000000e+04,2.550281490317303223e-01
1.000000000000000000e+04,2.252255669149704209e-01
1.000000000000000000e+04,1.738848172038116313e-01
1.000000000000000000e+04,2.588113481826733731e-01
1.000000000000000000e+04,2.653784285109627161e-01
1.050000000000000000e+04,1.942959418049830522e-01
1.050000000000000000e+04,3.046333176859997161e-01
1.050000000000000000e+04,2.358240101074665918e-01
1.050000000000000000e+04,2.423739152982728740e-01
1.050000000000000000e+04,2.815997883579047789e-01
1.050000000000000000e+04,2.849593610679779232e-01
1.050000000000000000e+04,2.346508155489363812e-01
1.050000000000000000e+04,2.564669712109091115e-01
1.050000000000000000e+04,2.054677995269136026e-01
1.050000000000000000e+04,1.778865903032672002e-01
1.050000000000000000e+04,2.099856259420169180e-01
1.050000000000000000e+04,2.462069154357586220e-01
1.050000000000000000e+04,3.138815697375878511e-01
1.050000000000000000e+04,2.546326429871751396e-01
1.050000000000000000e+04,2.250359975327971274e-01
1.050000000000000000e+04,1.734964661941098829e-01
1.050000000000000000e+04,2.586682161853519624e-01
1.050000000000000000e+04,2.651313573965116133e-01
1.100000000000000000e+04,1.938128268523139908e-01
1.100000000000000000e+04,3.043605165857695694e-01
1.100000000000000000e+04,2.352998576927888830e-01
1.100000000000000000e+04,2.419911250170070915e-01
1.100000000000000000e+04,2.811227615414093051e-01
1.100000000000000000e+04,2.844542234193513375e-01
1.100000000000000000e+04,2.341852340540827027e-01
1.100000000000000000e+04,2.561632263787778085e-01
1.100000000000000000e+04,2.048263914134412778e-01
1.100000000000000000e+04,1.775901658856256504e-01
1.100000000000000000e+04,2.093705169218021689e-01
1.100000000000000000e+04,2.458676578858728923e-01
1.100000000000000000e+04,3.135306108264603875e-01
1.100000000000000000e+04,2.541657261839206372e-01
1.100000000000000000e+04,2.248567316655117609e-01
1.100000000000000000e+04,1.731415062857666332e-01
1.100000000000000000e+04,2.585195336135173716e-01
1.100000000000000000e+04,2.648322653192839438e-01
1.150000000000000000e+04,1.933093098916794372e-01
1.150000000000000000e+04,3.041229670648101235e-01
1.150000000000000000e+04,2.348229964615606291e-01
1.150000000000000000e+04,2.416326856650490018e-01
1.150000000000000000e+04,2.806846726688363436e-01
1.150000000000000000e+04,2.839796373623370562e-01
1.150000000000000000e+04,2.336671810843336805e-01
1.150000000000000000e+04,2.558799194434938640e-01
1.150000000000000000e+04,2.042200164784055971e-01
1.150000000000000000e+04,1.772807621638633480e-01
1.150000000000000000e+04,2.087839284672437512e-01
1.150000000000000000e+04,2.455223533651578749e-01
1.150000000000000000e+04,3.131847923305583481e-01
1.150000000000000000e+04,2.537241305796996693e-01
1.150000000000000000e+04,2.246939914339341482e-01
1.150000000000000000e+04,1.728067221932569897e-01
1.150000000000000000e+04,2.583786380674726879e-01
1.150000000000000000e+04,2.645310985729097952e-01
1.200000000000000000e+04,1.928046183215750276e-01
1.200000000000000000e+04,3.039296052699198003e-01
1.200000000000000000e+04,2.343670681795007593e-01
1.200000000000000000e+04,2.412914103936423249e-01
1.200000000000000000e+04,2.802545426810854612e-01
1.200000000000000000e+04,2.835667516807126587e-01
1.200000000000000000e+04,2.331606554780860652e-01
1.200000000000000000e+04,2.556117268004071130e-01
1.200000000000000000e+04,2.036520294568665568e-01
1.200000000000000000e+04,1.769576954919098166e-01
1.200000000000000000e+04,2.082278375588893504e-01
1.200000000000000000e+04,2.451841882624833102e-01
1.200000000000000000e+04,3.128426029424050125e-01
1.200000000000000000e+04,2.533298100994792468e-01
1.200000000000000000e+04,2.245445408267649212e-01
1.200000000000000000e+04,1.724851275484126367e-01
1.200000000000000000e+04,2.582585105045398510e-01
1.200000000000000000e+04,2.642637153954209284e-01
1.250000000000000000e+04,1.923132219770919693e-01
1.250000000000000000e+04,3.037319517530879809e-01
1.250000000000000000e+04,2.339199377826151893e-01
1.250000000000000000e+04,2.409693192248266169e-01
1.250000000000000000e+04,2.797678397766171776e-01
1.250000000000000000e+04,2.832179900871232836e-01
1.250000000000000000e+04,2.326778423019918718e-01
1.250000000000000000e+04,2.553451465455213731e-01
1.250000000000000000e+04,2.031186163230550012e-01
1.250000000000000000e+04,1.766519221022953556e-01
1.250000000000000000e+04,2.077010946309089112e-01
1.250000000000000000e+04,2.448940591840675640e-01
1.250000000000000000e+04,3.125058094699130762e-01
1.250000000000000000e+04,2.529297293018314963e-01
1.250000000000000000e+04,2.244276358384830472e-01
1.250000000000000000e+04,1.721643201037036108e-01
1.250000000000000000e+04,2.581482028264433515e-01
1.250000000000000000e+04,2.639706890485171153e-01
1.300000000000000000e+04,1.918625620224341799e-01
1.300000000000000000e+04,3.035718116495998986e-01
1.300000000000000000e+04,2.334678371395738639e-01
1.300000000000000000e+04,2.406469648268168560e-01
1.300000000000000000e+04,2.793138304432431496e-01
1.300000000000000000e+04,2.828414274679393325e-01
1.300000000000000000e+04,2.322277667005196167e-01
1.300000000000000000e+04,2.550631286376782714e-01
1.300000000000000000e+04,2.026099526941984863e-01
1.300000000000000000e+04,1.763306870739590748e-01
1.300000000000000000e+04,2.071973324338016176e-01
1.300000000000000000e+04,2.445727770446519678e-01
1.300000000000000000e+04,3.121777329637179244e-01
1.300000000000000000e+04,2.526038234417317674e-01
1.300000000000000000e+04,2.243385141246505565e-01
1.300000000000000000e+04,1.718658251917120627e-01
1.300000000000000000e+04,2.580462794740793764e-01
1.300000000000000000e+04,2.637030834645511801e-01
1.350000000000000000e+04,1.914510645634627251e-01
1.350000000000000000e+04,3.034251647839125710e-01
1.350000000000000000e+04,2.330244999913783366e-01
1.350000000000000000e+04,2.403350706985614704e-01
1.350000000000000000e+04,2.789377842876654134e-01
1.350000000000000000e+04,2.824913275814390223e-01
1.350000000000000000e+04,2.317743334986080428e-01
1.350000000000000000e+04,2.547698793588436539e-01
1.350000000000000000e+04,2.021558361693388817e-01
1.350000000000000000e+04,1.760135970827881868e-01
1.350000000000000000e+04,2.067304590718609669e-01
1.350000000000000000e+04,2.442609548262707486e-01
1.350000000000000000e+04,3.118487367898084006e-01
1.350000000000000000e+04,2.522781376995624769e-01
1.350000000000000000e+04,2.242701948976046911e-01
1.350000000000000000e+04,1.715973690276217656e-01
1.350000000000000000e+04,2.579320687722913563e-01
1.350000000000000000e+04,2.634840204238512174e-01
1.400000000000000000e+04,1.910625628922489050e-01
1.400000000000000000e+04,3.032959226266905839e-01
1.400000000000000000e+04,2.326039919567191583e-01
1.400000000000000000e+04,2.400372816119149821e-01
1.400000000000000000e+04,2.785885771633977437e-01
1.400000000000000000e+04,2.821584499773035493e-01
1.400000000000000000e+04,2.313437154338403301e-01
1.400000000000000000e+04,2.544765761529894088e-01
1.400000000000000000e+04,2.017326245071967561e-01
1.400000000000000000e+04,1.756964271032914193e-01
1.400000000000000000e+04,2.062814046369977061e-01
1.400000000000000000e+04,2.439539273447250134e-01
1.400000000000000000e+04,3.115316842501006933e-01
1.400000000000000000e+04,2.519807593419634562e-01
1.400000000000000000e+04,2.241994598477345113e-01
1.400000000000000000e+04,1.713459038957829972e-01
1.400000000000000000e+04,2.578163980842169134e-01
1.400000000000000000e+04,2.633130916842306712e-01
1.450000000000000000e+04,1.906829720161740960e-01
1.450000000000000000e+04,3.031719784470626733e-01
1.450000000000000000e+04,2.321926944602494547e-01
1.450000000000000000e+04,2.397430671303859284e-01
1.450000000000000000e+04,2.782434204835672609e-01
1.450000000000000000e+04,2.818291313305961165e-01
1.450000000000000000e+04,2.309323187351743079e-01
1.450000000000000000e+04,2.541988315419687061e-01
1.450000000000000000e+04,2.013389969173884075e-01
1.450000000000000000e+04,1.754100347401850446e-01
1.450000000000000000e+04,2.058559602589374316e-01
1.450000000000000000e+04,2.436887367759969225e-01
1.450000000000000000e+04,3.112261020455014404e-01
1.450000000000000000e+04,2.516812217334606916e-01
1.450000000000000000e+04,2.241263220367329390e-01
1.450000000000000000e+04,1.710928284751430661e-01
1.450000000000000000e+04,2.577132647598222026e-01
1.450000000000000000e+04,2.630967526636178166e-01
