# iteration, cost_rmsprop
2.000000000000000000e+03,1.855272146700427394e-01
2.000000000000000000e+03,1.754003180757773006e-01
2.000000000000000000e+03,2.017407593002200905e-01
2.000000000000000000e+03,2.378455164939936584e-01
2.000000000000000000e+03,1.642707169487780394e-01
2.000000000000000000e+03,1.952068493235701307e-01
2.000000000000000000e+03,1.446414670477138287e-01
2.000000000000000000e+03,1.212932348649467529e-01
2.000000000000000000e+03,1.557679431174413820e-01
2.000000000000000000e+03,1.828036954614543630e-01
2.000000000000000000e+03,2.155896463101976412e-01
2.000000000000000000e+03,2.018647480094507840e-01
2.000000000000000000e+03,1.761302409880028397e-01
2.000000000000000000e+03,1.283881300062094666e-01
2.000000000000000000e+03,2.193418846436210046e-01
2.000000000000000000e+03,2.314392985406437397e-01
2.500000000000000000e+03,1.627582507110055254e-01
2.500000000000000000e+03,2.323397917060815443e-01
2.500000000000000000e+03,1.844652001112879469e-01
2.500000000000000000e+03,1.742683857334952902e-01
2.500000000000000000e+03,2.000216202120279063e-01
2.500000000000000000e+03,2.342716167314997933e-01
2.500000000000000000e+03,1.626850518644890331e-01
2.500000000000000000e+03,1.940343357933684842e-01
2.500000000000000000e+03,1.430045555430863313e-01
2.500000000000000000e+03,1.209220281093430910e-01
2.500000000000000000e+03,1.541498744789243369e-01
2.500000000000000000e+03,1.803462046692468346e-01
2.500000000000000000e+03,2.129161140577555678e-01
2.500000000000000000e+03,2.005696686843321808e-01
2.500000000000000000e+03,1.746875332390653013e-01
2.500000000000000000e+03,1.280641898480866236e-01
2.500000000000000000e+03,2.181992732944935953e-01
2.500000000000000000e+03,2.305726054957509819e-01
3.000000000000000000e+03,1.619614060428843372e-01
3.000000000000000000e+03,2.303536652232045789e-01
3.000000000000000000e+03,1.837243630161273233e-01
3.000000000000000000e+03,1.735079663642105363e-01
3.000000000000000000e+03,1.985971382720931322e-01
3.000000000000000000e+03,2.318315960515696939e-01
3.000000000000000000e+03,1.615753659766335504e-01
3.000000000000000000e+03,1.930885119454008592e-01
3.000000000000000000e+03,1.417579506541842282e-01
3.000000000000000000e+03,1.204899794902648813e-01
3.000000000000000000e+03,1.527879929888830701e-01
3.000000000000000000e+03,1.785039602757726995e-01
3.000000000000000000e+03,2.108773942156239034e-01
3.000000000000000000e+03,1.997210143731840692e-01
3.000000000000000000e+03,1.736009765262684634e-01
3.000000000000000000e+03,1.277384999169732249e-01
3.000000000000000000e+03,2.174721256179752704e-01
3.000000000000000000e+03,2.298305119454445156e-01
3.500000000000000000e+03,1.614089206760462303e-01
3.500000000000000000e+03,2.286373491832823512e-01
3.500000000000000000e+03,1.831035435690555047e-01
3.500000000000000000e+03,1.729147043815456031e-01
3.500000000000000000e+03,1.974234285060691430e-01
3.500000000000000000e+03,2.298432285343638970e-01
3.500000000000000000e+03,1.606600282455339090e-01
3.500000000000000000e+03,1.923817834655136005e-01
3.500000000000000000e+03,1.407845449398814064e-01
3.500000000000000000e+03,1.201319753025790749e-01
3.500000000000000000e+03,1.518067127387070780e-01
3.500000000000000000e+03,1.770501203742314289e-01
3.500000000000000000e+03,2.090777583885703172e-01
3.500000000000000000e+03,1.991633044156293775e-01
3.500000000000000000e+03,1.727584444000165587e-01
3.500000000000000000e+03,1.275492738972998641e-01
3.500000000000000000e+03,2.164597000435338203e-01
3.500000000000000000e+03,2.293262659620421973e-01
4.000000000000000000e+03,1.608473081597502907e-01
4.000000000000000000e+03,2.271849900759190799e-01
4.000000000000000000e+03,1.825509428171804283e-01
4.000000000000000000e+03,1.724818084719532685e-01
4.000000000000000000e+03,1.963622291607304560e-01
4.000000000000000000e+03,2.283451309243658689e-01
4.000000000000000000e+03,1.599165895015745853e-01
4.000000000000000000e+03,1.918330397348491922e-01
4.000000000000000000e+03,1.399967307176437914e-01
4.000000000000000000e+03,1.199443423500129446e-01
4.000000000000000000e+03,1.511327957896964891e-01
4.000000000000000000e+03,1.759894716622472377e-01
4.000000000000000000e+03,2.074449660474941559e-01
4.000000000000000000e+03,1.984791743135140007e-01
4.000000000000000000e+03,1.719130345111118396e-01
4.000000000000000000e+03,1.274258680170309854e-01
4.000000000000000000e+03,2.156983889485862560e-01
4.000000000000000000e+03,2.289692028633104337e-01
4.500000000000000000e+03,1.603721224083471397e-01
4.500000000000000000e+03,2.259130142847377565e-01
4.500000000000000000e+03,1.820836306535140448e-01
4.500000000000000000e+03,1.720772720946346923e-01
4.500000000000000000e+03,1.954822218228346176e-01
4.500000000000000000e+03,2.269937018554905317e-01
4.500000000000000000e+03,1.593140335509708738e-01
4.500000000000000000e+03,1.913323823850830441e-01
4.500000000000000000e+03,1.393273808368348798e-01
4.500000000000000000e+03,1.197846395577217005e-01
4.500000000000000000e+03,1.505338593726234797e-01
4.500000000000000000e+03,1.750470777582366910e-01
4.500000000000000000e+03,2.059720724240305112e-01
4.500000000000000000e+03,1.979160311025656704e-01
4.500000000000000000e+03,1.711694014671971409e-01
4.500000000000000000e+03,1.272340224096130679e-01
4.500000000000000000e+03,2.151150934451952768e-01
4.500000000000000000e+03,2.288285128718936523e-01
5.000000000000000000e+03,1.599529365358476340e-01
5.000000000000000000e+03,2.248919097970326630e-01
5.000000000000000000e+03,1.817025130403364108e-01
5.000000000000000000e+03,1.718010874495651819e-01
5.000000000000000000e+03,1.947420617457017444e-01
5.000000000000000000e+03,2.257436102290785729e-01
5.000000000000000000e+03,1.587339753776028928e-01
5.000000000000000000e+03,1.908744618566343143e-01
5.000000000000000000e+03,1.387703689386853290e-01
5.000000000000000000e+03,1.196344341583580051e-01
5.000000000000000000e+03,1.499889451736709511e-01
5.000000000000000000e+03,1.741880417929377589e-01
5.000000000000000000e+03,2.047209353444059687e-01
5.000000000000000000e+03,1.973606336023544794e-01
5.000000000000000000e+03,1.704885600677719104e-01
5.000000000000000000e+03,1.270276657678076626e-01
5.000000000000000000e+03,2.147027679191120253e-01
5.000000000000000000e+03,2.287852429490553341e-01
5.500000000000000000e+03,1.595864952316432550e-01
5.500000000000000000e+03,2.240060733147618832e-01
5.500000000000000000e+03,1.813949447010975158e-01
5.500000000000000000e+03,1.716170337611324648e-01
5.500000000000000000e+03,1.940825346308346355e-01
5.500000000000000000e+03,2.246363635570436390e-01
5.500000000000000000e+03,1.581675046103458715e-01
5.500000000000000000e+03,1.905019630813515608e-01
5.500000000000000000e+03,1.382931431032777547e-01
5.500000000000000000e+03,1.195170036815688813e-01
5.500000000000000000e+03,1.494949039855654194e-01
5.500000000000000000e+03,1.734146748032595331e-01
5.500000000000000000e+03,2.036030800739464519e-01
5.500000000000000000e+03,1.968605927169866099e-01
5.500000000000000000e+03,1.698941752481267220e-01
5.500000000000000000e+03,1.268906690391467529e-01
5.500000000000000000e+03,2.143356604462121062e-01
5.500000000000000000e+03,2.287949750538280091e-01
6.000000000000000000e+03,1.592232013974228533e-01
6.000000000000000000e+03,2.231527669802000624e-01
6.000000000000000000e+03,1.810932857125438500e-01
6.000000000000000000e+03,1.714583579916211242e-01
6.000000000000000000e+03,1.934802841313672805e-01
6.000000000000000000e+03,2.236942520690202163e-01
6.000000000000000000e+03,1.577041931825454157e-01
6.000000000000000000e+03,1.902045320714365328e-01
6.000000000000000000e+03,1.378651158968551560e-01
6.000000000000000000e+03,1.194024269531639426e-01
6.000000000000000000e+03,1.491759149956622676e-01
6.000000000000000000e+03,1.726431047894380622e-01
6.000000000000000000e+03,2.026027585922588747e-01
6.000000000000000000e+03,1.964350259606564286e-01
6.000000000000000000e+03,1.693185465299473502e-01
6.000000000000000000e+03,1.267853196522955028e-01
6.000000000000000000e+03,2.139846837744387997e-01
6.000000000000000000e+03,2.288338747608877899e-01
6.500000000000000000e+03,1.589028594325513910e-01
6.500000000000000000e+03,2.224123416126355113e-01
6.500000000000000000e+03,1.807364289999333073e-01
6.500000000000000000e+03,1.712504195052334532e-01
6.500000000000000000e+03,1.929243370434968186e-01
6.500000000000000000e+03,2.228312384754912723e-01
6.500000000000000000e+03,1.573324542870382925e-01
6.500000000000000000e+03,1.899633813898777834e-01
6.500000000000000000e+03,1.374548668142366314e-01
6.500000000000000000e+03,1.193334711495429995e-01
6.500000000000000000e+03,1.489574642256323855e-01
6.500000000000000000e+03,1.719120479858544659e-01
6.500000000000000000e+03,2.017229328169255764e-01
6.500000000000000000e+03,1.959992008378591832e-01
6.500000000000000000e+03,1.688042527839708762e-01
6.500000000000000000e+03,1.266866861816007273e-01
6.500000000000000000e+03,2.136515370543304315e-01
6.500000000000000000e+03,2.289020487859209085e-01
7.000000000000000000e+03,1.585881931538312972e-01
7.000000000000000000e+03,2.216994889542939773e-01
7.000000000000000000e+03,1.803878074645141605e-01
7.000000000000000000e+03,1.710863808154959309e-01
7.000000000000000000e+03,1.923751533250805945e-01
7.000000000000000000e+03,2.220749882338830805e-01
7.000000000000000000e+03,1.569997796817237945e-01
7.000000000000000000e+03,1.897925774688874467e-01
7.000000000000000000e+03,1.370724090491295954e-01
7.000000000000000000e+03,1.192703024940033885e-01
7.000000000000000000e+03,1.487615486007948240e-01
7.000000000000000000e+03,1.712202051863284946e-01
7.000000000000000000e+03,2.009792998868170921e-01
7.000000000000000000e+03,1.955814354488524254e-01
7.000000000000000000e+03,1.683395197410244293e-01
7.000000000000000000e+03,1.266276235973188002e-01
7.000000000000000000e+03,2.133793313838320826e-01
7.000000000000000000e+03,2.288992582811270327e-01
7.500000000000000000e+03,1.582963801502973444e-01
7.500000000000000000e+03,2.210254894610129417e-01
7.500000000000000000e+03,1.800582767671974893e-01
7.500000000000000000e+03,1.709351178899705115e-01
7.500000000000000000e+03,1.918510244660240061e-01
7.500000000000000000e+03,2.213458707740481035e-01
7.500000000000000000e+03,1.566840618463420931e-01
7.500000000000000000e+03,1.896263363006533420e-01
7.500000000000000000e+03,1.367116592748479076e-01
7.500000000000000000e+03,1.192096573996890008e-01
7.500000000000000000e+03,1.485644936464977639e-01
7.500000000000000000e+03,1.705638540577856244e-01
7.500000000000000000e+03,2.003257820175907977e-01
7.500000000000000000e+03,1.951914055992040042e-01
7.500000000000000000e+03,1.679204270008085031e-01
7.500000000000000000e+03,1.265992371729917632e-01
7.500000000000000000e+03,2.131825783209219949e-01
7.500000000000000000e+03,2.288927763075390698e-01
8.000000000000000000e+03,1.579968866125766591e-01
8.000000000000000000e+03,2.203816185387197646e-01
8.000000000000000000e+03,1.797183317729024177e-01
8.000000000000000000e+03,1.707772144843250350e-01
8.000000000000000000e+03,1.913730740425904631e-01
8.000000000000000000e+03,2.206733004057759295e-01
8.000000000000000000e+03,1.563842019841775455e-01
8.000000000000000000e+03,1.894694841129008489e-01
8.000000000000000000e+03,1.363855439117701573e-01
8.000000000000000000e+03,1.191615562372810022e-01
8.000000000000000000e+03,1.483814661607991692e-01
8.000000000000000000e+03,1.699506236899611111e-01
8.000000000000000000e+03,1.997587347715825412e-01
8.000000000000000000e+03,1.948293366102528956e-01
8.000000000000000000e+03,1.675293344699192444e-01
8.000000000000000000e+03,1.265767509824234915e-01
8.000000000000000000e+03,2.130936156327878639e-01
8.000000000000000000e+03,2.288831024378215895e-01
8.500000000000000000e+03,1.577252020200685390e-01
8.500000000000000000e+03,2.197886299317997338e-01
8.500000000000000000e+03,1.793823753928064091e-01
8.500000000000000000e+03,1.706384484581020822e-01
8.500000000000000000e+03,1.909635896521107434e-01
8.500000000000000000e+03,2.200165050671603062e-01
8.500000000000000000e+03,1.560781128577496957e-01
8.500000000000000000e+03,1.893393007365288816e-01
8.500000000000000000e+03,1.361008339016269997e-01
8.500000000000000000e+03,1.191279183298994959e-01
8.500000000000000000e+03,1.481782095629045615e-01
8.500000000000000000e+03,1.693988910238133361e-01
8.500000000000000000e+03,1.992294317204858500e-01
8.500000000000000000e+03,1.945282622927287930e-01
8.500000000000000000e+03,1.671598162298388313e-01
8.500000000000000000e+03,1.265397039624661935e-01
8.500000000000000000e+03,2.129757867219726764e-01
8.500000000000000000e+03,2.288951630931052861e-01
9.000000000000000000e+03,1.575003199100232787e-01
9.000000000000000000e+03,2.192641513772714545e-01
9.000000000000000000e+03,1.790739381361710902e-01
9.000000000000000000e+03,1.705073345352542402e-01
9.000000000000000000e+03,1.905637457972309545e-01
9.000000000000000000e+03,2.194039157746120738e-01
9.000000000000000000e+03,1.557674801391544517e-01
9.000000000000000000e+03,1.892173173228324790e-01
9.000000000000000000e+03,1.358545715160572875e-01
9.000000000000000000e+03,1.190785195683191355e-01
9.000000000000000000e+03,1.479936343655047781e-01
9.000000000000000000e+03,1.688785246685593766e-01
9.000000000000000000e+03,1.987144995721371876e-01
9.000000000000000000e+03,1.942680452339933805e-01
9.000000000000000000e+03,1.667993057978821025e-01
9.000000000000000000e+03,1.265104977378693207e-01
9.000000000000000000e+03,2.128251549098450213e-01
9.000000000000000000e+03,2.289448265923423320e-01
9.500000000000000000e+03,1.573172579695463480e-01
9.500000000000000000e+03,2.187292199232739875e-01
9.500000000000000000e+03,1.788034881421093625e-01
9.500000000000000000e+03,1.703685128769715229e-01
9.500000000000000000e+03,1.901943003029415158e-01
9.500000000000000000e+03,2.188540221809033293e-01
9.500000000000000000e+03,1.554720593484365254e-01
9.500000000000000000e+03,1.891141128902515678e-01
9.500000000000000000e+03,1.356178113558177967e-01
9.500000000000000000e+03,1.190297006974985472e-01
9.500000000000000000e+03,1.478103577549789160e-01
9.500000000000000000e+03,1.683886479557659688e-01
9.500000000000000000e+03,1.982312166643944162e-01
9.500000000000000000e+03,1.939958242766967877e-01
9.500000000000000000e+03,1.664654315315256816e-01
9.500000000000000000e+03,1.264753685229885460e-01
9.500000000000000000e+03,2.126518971122401402e-01
9.500000000000000000e+03,2.290167701981379866e-01
1.000000000000000000e+04,1.571659110264257975e-01
1.000000000000000000e+04,2.182516105116961147e-01
1.000000000000000000e+04,1.785396341156530453e-01
1.000000000000000000e+04,1.702255613163055903e-01
1.000000000000000000e+04,1.898553241891751953e-01
1.000000000000000000e+04,2.183467421638341233e-01
1.000000000000000000e+04,1.552286620342372692e-01
1.000000000000000000e+04,1.890129611341274662e-01
1.000000000000000000e+04,1.353892251927378831e-01
1.000000000000000000e+04,1.189631365291664716e-01
1.000000000000000000e+04,1.476423440809230547e-01
1.000000000000000000e+04,1.679554074784411766e-01
1.000000000000000000e+04,1.978068225072341091e-01
1.000000000000000000e+04,1.937247579376733808e-01
1.000000000000000000e+04,1.661382399049339820e-01
1.000000000000000000e+04,1.264037426233058092e-01
1.000000000000000000e+04,2.124912819202769976e-01
1.000000000000000000e+04,2.290805179771574496e-01
1.050000000000000000e+04,1.570339369446286659e-01
1.050000000000000000e+04,2.177985129895819716e-01
1.050000000000000000e+04,1.783080754641102328e-01
1.050000000000000000e+04,1.700596544469215599e-01
1.050000000000000000e+04,1.895451176750417299e-01
1.050000000000000000e+04,2.178636665151203466e-01
1.050000000000000000e+04,1.550135475206287361e-01
1.050000000000000000e+04,1.888735473396684628e-01
1.050000000000000000e+04,1.351782696542684625e-01
1.050000000000000000e+04,1.189041035465659701e-01
1.050000000000000000e+04,1.475029381347283397e-01
1.050000000000000000e+04,1.675724328861966372e-01
1.050000000000000000e+04,1.974024303893201771e-01
1.050000000000000000e+04,1.934951833757861395e-01
1.050000000000000000e+04,1.658091087746969006e-01
1.050000000000000000e+04,1.263263247303557102e-01
1.050000000000000000e+04,2.123177937774078927e-01
1.050000000000000000e+04,2.291208852586067157e-01
1.100000000000000000e+04,1.569131342409745833e-01
1.100000000000000000e+04,2.173376694499516981e-01
1.100000000000000000e+04,1.781088280586440864e-01
1.100000000000000000e+04,1.698821983872124131e-01
1.100000000000000000e+04,1.892482665473481929e-01
1.100000000000000000e+04,2.173986948131165220e-01
1.100000000000000000e+04,1.547873092644057591e-01
1.100000000000000000e+04,1.887542949591183294e-01
1.100000000000000000e+04,1.349902691179281078e-01
1.100000000000000000e+04,1.188570686312204472e-01
1.100000000000000000e+04,1.473823959856152277e-01
1.100000000000000000e+04,1.672233108221722886e-01
1.100000000000000000e+04,1.970238251706923349e-01
1.100000000000000000e+04,1.932595060724189295e-01
1.100000000000000000e+04,1.655155926954429979e-01
1.100000000000000000e+04,1.262736805686431318e-01
1.100000000000000000e+04,2.121282114509522865e-01
1.100000000000000000e+04,2.291535687491542961e-01
1.150000000000000000e+04,1.568183235945171117e-01
1.150000000000000000e+04,2.168923290561869943e-01
1.150000000000000000e+04,1.779148013570713283e-01
1.150000000000000000e+04,1.697182736167437145e-01
1.150000000000000000e+04,1.889571309436127167e-01
1.150000000000000000e+04,2.169770630979118431e-01
1.150000000000000000e+04,1.545525158771893781e-01
1.150000000000000000e+04,1.886468339786652737e-01
1.150000000000000000e+04,1.348163650936276547e-01
1.150000000000000000e+04,1.188086678760227471e-01
1.150000000000000000e+04,1.472747517345908419e-01
1.150000000000000000e+04,1.668989777460012369e-01
1.150000000000000000e+04,1.966539021299107126e-01
1.150000000000000000e+04,1.930411249321099532e-01
1.150000000000000000e+04,1.652418195386684552e-01
1.150000000000000000e+04,1.262069823938287150e-01
1.150000000000000000e+04,2.119338331390426822e-01
1.150000000000000000e+04,2.292142595680142225e-01
1.200000000000000000e+04,1.566847352469336041e-01
1.200000000000000000e+04,2.164537397969368282e-01
1.200000000000000000e+04,1.777338137122912998e-01
1.200000000000000000e+04,1.695856923247910653e-01
1.200000000000000000e+04,1.886659387848108327e-01
1.200000000000000000e+04,2.165733718746860881e-01
1.200000000000000000e+04,1.543209137713159040e-01
1.200000000000000000e+04,1.885625651531566138e-01
1.200000000000000000e+04,1.346460972946197099e-01
1.200000000000000000e+04,1.187655835488317935e-01
1.200000000000000000e+04,1.471649725813262977e-01
1.200000000000000000e+04,1.665881097955049517e-01
1.200000000000000000e+04,1.963098218083208502e-01
1.200000000000000000e+04,1.928196068897688187e-01
1.200000000000000000e+04,1.649796923266764470e-01
1.200000000000000000e+04,1.261238439466027539e-01
1.200000000000000000e+04,2.117687043721781237e-01
1.200000000000000000e+04,2.292641197780079243e-01
1.250000000000000000e+04,1.565510700605731720e-01
1.250000000000000000e+04,2.160396691188184171e-01
1.250000000000000000e+04,1.775492395230422182e-01
1.250000000000000000e+04,1.694572690083546440e-01
1.250000000000000000e+04,1.883782259986795937e-01
1.250000000000000000e+04,2.162085121631960594e-01
1.250000000000000000e+04,1.541071028960334932e-01
1.250000000000000000e+04,1.884826153714236896e-01
1.250000000000000000e+04,1.344943337569490527e-01
1.250000000000000000e+04,1.186990189586162037e-01
1.250000000000000000e+04,1.470607994259143236e-01
1.250000000000000000e+04,1.662904916030632507e-01
1.250000000000000000e+04,1.959666792671914681e-01
1.250000000000000000e+04,1.926183285167302472e-01
1.250000000000000000e+04,1.647245098688704945e-01
1.250000000000000000e+04,1.260399487898015980e-01
1.250000000000000000e+04,2.116244782159080740e-01
1.250000000000000000e+04,2.293170972575649946e-01
1.300000000000000000e+04,1.564214694649305182e-01
1.300000000000000000e+04,2.156412171102994602e-01
1.300000000000000000e+04,1.773808828368587109e-01
1.300000000000000000e+04,1.693366038503202053e-01
1.300000000000000000e+04,1.881260548446288816e-01
1.300000000000000000e+04,2.158944336304650657e-01
1.300000000000000000e+04,1.539256830447278679e-01
1.300000000000000000e+04,1.883905204805337297e-01
1.300000000000000000e+04,1.343494421881716028e-01
1.300000000000000000e+04,1.186220891616233675e-01
1.300000000000000000e+04,1.469667200162514675e-01
1.300000000000000000e+04,1.660143727075735209e-01
1.300000000000000000e+04,1.956710633769941921e-01
1.300000000000000000e+04,1.924174037942294191e-01
1.300000000000000000e+04,1.645124817581013754e-01
1.300000000000000000e+04,1.259759375185788843e-01
1.300000000000000000e+04,2.114902627652831824e-01
1.300000000000000000e+04,2.293446208562392452e-01
1.350000000000000000e+04,1.563261303526495283e-01
1.350000000000000000e+04,2.152393697935197081e-01
1.350000000000000000e+04,1.772287935868825937e-01
1.350000000000000000e+04,1.692141948195416690e-01
1.350000000000000000e+04,1.878908814742778766e-01
1.350000000000000000e+04,2.156134761047353854e-01
1.350000000000000000e+04,1.537633275960878509e-01
1.350000000000000000e+04,1.882878854645008704e-01
1.350000000000000000e+04,1.342128332710551819e-01
1.350000000000000000e+04,1.185729520993098612e-01
1.350000000000000000e+04,1.468773066286966911e-01
1.350000000000000000e+04,1.657572202845740139e-01
1.350000000000000000e+04,1.953716827210983942e-01
1.350000000000000000e+04,1.922616532392073530e-01
1.350000000000000000e+04,1.643100791505886504e-01
1.350000000000000000e+04,1.259097247164502886e-01
1.350000000000000000e+04,2.113732656733601778e-01
1.350000000000000000e+04,2.293513581135363522e-01
1.400000000000000000e+04,1.562569505807123171e-01
1.400000000000000000e+04,2.148532448578254761e-01
1.400000000000000000e+04,1.770760205192238868e-01
1.400000000000000000e+04,1.690872118313611061e-01
1.400000000000000000e+04,1.876600178755809811e-01
1.400000000000000000e+04,2.153450988203195471e-01
1.400000000000000000e+04,1.535993953915673338e-01
1.400000000000000000e+04,1.881817231199681417e-01
1.400000000000000000e+04,1.340830667343971272e-01
1.400000000000000000e+04,1.185480163071759296e-01
1.400000000000000000e+04,1.467996518844666143e-01
1.400000000000000000e+04,1.655370701322092242e-01
1.400000000000000000e+04,1.950712553460879073e-01
1.400000000000000000e+04,1.921097221186914283e-01
1.400000000000000000e+04,1.641202072698780268e-01
1.400000000000000000e+04,1.258433243197945861e-01
1.400000000000000000e+04,2.112376069092037623e-01
1.400000000000000000e+04,2.293490230177251676e-01
1.450000000000000000e+04,1.562041734013884797e-01
1.450000000000000000e+04,2.144984770217256143e-01
1.450000000000000000e+04,1.769111582653674908e-01
1.450000000000000000e+04,1.689606925844092389e-01
1.450000000000000000e+04,1.874526900913474070e-01
1.450000000000000000e+04,2.150748234289074912e-01
1.450000000000000000e+04,1.534405872797572623e-01
1.450000000000000000e+04,1.880653612889449100e-01
1.450000000000000000e+04,1.339554759133971262e-01
1.450000000000000000e+04,1.185281458517838254e-01
1.450000000000000000e+04,1.467340892595135060e-01
1.450000000000000000e+04,1.653340961819351751e-01
1.450000000000000000e+04,1.947708349706257502e-01
1.450000000000000000e+04,1.919733660162561972e-01
1.450000000000000000e+04,1.639288085025982222e-01
1.450000000000000000e+04,1.257715169948182554e-01
1.450000000000000000e+04,2.110867287474773035e-01
1.450000000000000000e+04,2.293351349083114221e-01
