# iteration, cost_sgdm
3.500000000000000000e+03,2.711666383356958199e-01
3.500000000000000000e+03,2.993209232483288740e-01
4.000000000000000000e+03,2.322133225243443455e-01
4.000000000000000000e+03,3.187373525194848733e-01
4.000000000000000000e+03,2.707128550692558533e-01
4.000000000000000000e+03,2.701879193717627303e-01
4.000000000000000000e+03,3.180580668595974214e-01
4.000000000000000000e+03,3.106197033793398066e-01
4.000000000000000000e+03,2.720292636066934944e-01
4.000000000000000000e+03,2.874841764821931545e-01
4.000000000000000000e+03,2.526691625755296822e-01
4.000000000000000000e+03,2.175232662389128824e-01
4.000000000000000000e+03,2.533486498952819410e-01
4.000000000000000000e+03,2.731139006269365233e-01
4.000000000000000000e+03,3.403905636399819912e-01
4.000000000000000000e+03,2.831302898680702618e-01
4.000000000000000000e+03,2.502621122069288995e-01
4.000000000000000000e+03,1.975640610032213806e-01
4.000000000000000000e+03,2.699009512486278961e-01
4.000000000000000000e+03,2.968052476077325252e-01
4.500000000000000000e+03,2.294017110863554310e-01
4.500000000000000000e+03,3.169615219278478779e-01
4.500000000000000000e+03,2.687388574879527869e-01
4.500000000000000000e+03,2.679340004139098008e-01
4.500000000000000000e+03,3.149659947424421902e-01
4.500000000000000000e+03,3.091985086767751190e-01
4.500000000000000000e+03,2.691414432562529990e-01
4.500000000000000000e+03,2.839797313670501255e-01
4.500000000000000000e+03,2.488769765541464229e-01
4.500000000000000000e+03,2.149950248002488740e-01
4.500000000000000000e+03,2.506733326617153201e-01
4.500000000000000000e+03,2.714662224496851017e-01
4.500000000000000000e+03,3.392197368038904481e-01
4.500000000000000000e+03,2.803081310978227103e-01
4.500000000000000000e+03,2.480206358285336754e-01
4.500000000000000000e+03,1.955905050263306300e-01
4.500000000000000000e+03,2.689329614321130935e-01
4.500000000000000000e+03,2.947301410330228633e-01
5.000000000000000000e+03,2.270803059778062349e-01
5.000000000000000000e+03,3.155547943352007279e-01
5.000000000000000000e+03,2.671717991405639370e-01
5.000000000000000000e+03,2.664201595115493482e-01
5.000000000000000000e+03,3.125378351077632288e-01
5.000000000000000000e+03,3.081946605862516675e-01
5.000000000000000000e+03,2.669669861994510840e-01
5.000000000000000000e+03,2.813616809857485412e-01
5.000000000000000000e+03,2.460138294574935325e-01
5.000000000000000000e+03,2.128653667063979404e-01
5.000000000000000000e+03,2.484391210304382203e-01
5.000000000000000000e+03,2.702430106813894506e-01
5.000000000000000000e+03,3.383239822509227501e-01
5.000000000000000000e+03,2.782886602544054622e-01
5.000000000000000000e+03,2.463526914525744349e-01
5.000000000000000000e+03,1.940966847717884858e-01
5.000000000000000000e+03,2.680755523810924301e-01
5.000000000000000000e+03,2.930739068958612692e-01
5.500000000000000000e+03,2.250651702078205751e-01
5.500000000000000000e+03,3.145424843237541457e-01
5.500000000000000000e+03,2.658384721659857730e-01
5.500000000000000000e+03,2.652084047224526620e-01
5.500000000000000000e+03,3.106206833473409423e-01
5.500000000000000000e+03,3.073291653527011613e-01
5.500000000000000000e+03,2.651488736538973878e-01
5.500000000000000000e+03,2.792390933400393238e-01
5.500000000000000000e+03,2.437185237598337162e-01
5.500000000000000000e+03,2.109499389587302931e-01
5.500000000000000000e+03,2.466470095499400106e-01
5.500000000000000000e+03,2.692312111809804787e-01
5.500000000000000000e+03,3.375306560039825765e-01
5.500000000000000000e+03,2.767003173398209781e-01
5.500000000000000000e+03,2.449977548782827086e-01
5.500000000000000000e+03,1.928731015154651340e-01
5.500000000000000000e+03,2.673260372510539717e-01
5.500000000000000000e+03,2.916465165040663665e-01
6.000000000000000000e+03,2.233721114927408047e-01
6.000000000000000000e+03,3.136853940072681368e-01
6.000000000000000000e+03,2.645687243676908551e-01
6.000000000000000000e+03,2.641823959912052433e-01
6.000000000000000000e+03,3.090275295171280856e-01
6.000000000000000000e+03,3.065375428342014819e-01
6.000000000000000000e+03,2.635919297101764203e-01
6.000000000000000000e+03,2.775069140581856719e-01
6.000000000000000000e+03,2.418186083978781098e-01
6.000000000000000000e+03,2.091995749775883984e-01
6.000000000000000000e+03,2.451897233738684900e-01
6.000000000000000000e+03,2.683988675514952238e-01
6.000000000000000000e+03,3.367339362251691726e-01
6.000000000000000000e+03,2.755248394958976776e-01
6.000000000000000000e+03,2.439444632905954924e-01
6.000000000000000000e+03,1.918496784474179873e-01
6.000000000000000000e+03,2.666887830365808343e-01
6.000000000000000000e+03,2.905026159633591343e-01
6.500000000000000000e+03,2.219533577082421771e-01
6.500000000000000000e+03,3.129214304713195949e-01
6.500000000000000000e+03,2.634362849921834115e-01
6.500000000000000000e+03,2.633495304296120665e-01
6.500000000000000000e+03,3.076575503336373418e-01
6.500000000000000000e+03,3.058586405961934984e-01
6.500000000000000000e+03,2.622281379021281777e-01
6.500000000000000000e+03,2.760746504083990693e-01
6.500000000000000000e+03,2.401828474583804496e-01
6.500000000000000000e+03,2.076166423736209576e-01
6.500000000000000000e+03,2.439573599522947833e-01
6.500000000000000000e+03,2.677119570792704795e-01
6.500000000000000000e+03,3.359357086851891272e-01
6.500000000000000000e+03,2.745196949962084298e-01
6.500000000000000000e+03,2.430287978620752076e-01
6.500000000000000000e+03,1.909532305645151029e-01
6.500000000000000000e+03,2.661438176126815214e-01
6.500000000000000000e+03,2.895390343381853970e-01
7.000000000000000000e+03,2.206574440903915080e-01
7.000000000000000000e+03,3.122567819623017771e-01
7.000000000000000000e+03,2.623942942950676649e-01
7.000000000000000000e+03,2.626621800787594663e-01
7.000000000000000000e+03,3.064458780130156490e-01
7.000000000000000000e+03,3.053435203535792009e-01
7.000000000000000000e+03,2.610561096672752157e-01
7.000000000000000000e+03,2.748907232353693386e-01
7.000000000000000000e+03,2.387560021951463662e-01
7.000000000000000000e+03,2.062113593834167258e-01
7.000000000000000000e+03,2.428275845828727908e-01
7.000000000000000000e+03,2.670945557722763652e-01
7.000000000000000000e+03,3.351656551331589351e-01
7.000000000000000000e+03,2.736244822796443654e-01
7.000000000000000000e+03,2.422192227151495347e-01
7.000000000000000000e+03,1.901778651421127120e-01
7.000000000000000000e+03,2.656466458615670545e-01
7.000000000000000000e+03,2.886374030747159702e-01
7.500000000000000000e+03,2.194875953818329339e-01
7.500000000000000000e+03,3.117146478841624213e-01
7.500000000000000000e+03,2.614741732118869844e-01
7.500000000000000000e+03,2.620697290428770088e-01
7.500000000000000000e+03,3.053732612247571643e-01
7.500000000000000000e+03,3.048946700991583825e-01
7.500000000000000000e+03,2.600016274889018209e-01
7.500000000000000000e+03,2.739017631155442056e-01
7.500000000000000000e+03,2.374285161531433097e-01
7.500000000000000000e+03,2.049107959793257661e-01
7.500000000000000000e+03,2.417258388516396461e-01
7.500000000000000000e+03,2.664376707705035652e-01
7.500000000000000000e+03,3.344771941418192007e-01
7.500000000000000000e+03,2.729564552253305743e-01
7.500000000000000000e+03,2.415093084448515781e-01
7.500000000000000000e+03,1.894576154627333475e-01
7.500000000000000000e+03,2.651707751359889120e-01
7.500000000000000000e+03,2.878669781777791759e-01
8.000000000000000000e+03,2.183883432055460094e-01
8.000000000000000000e+03,3.112211938543265610e-01
8.000000000000000000e+03,2.606425896490870420e-01
8.000000000000000000e+03,2.615406184992233873e-01
8.000000000000000000e+03,3.044268468954964835e-01
8.000000000000000000e+03,3.045136406441564803e-01
8.000000000000000000e+03,2.590252112354034519e-01
8.000000000000000000e+03,2.729956849071488723e-01
8.000000000000000000e+03,2.362378822860382310e-01
8.000000000000000000e+03,2.037745983042060505e-01
8.000000000000000000e+03,2.407428881767156303e-01
8.000000000000000000e+03,2.659508493939924945e-01
8.000000000000000000e+03,3.337141056932738103e-01
8.000000000000000000e+03,2.723651348134614181e-01
8.000000000000000000e+03,2.408603858018250332e-01
8.000000000000000000e+03,1.887680723818549178e-01
8.000000000000000000e+03,2.646835437850204586e-01
8.000000000000000000e+03,2.870805284050345629e-01
8.500000000000000000e+03,2.173249562126101098e-01
8.500000000000000000e+03,3.108298369287703089e-01
8.500000000000000000e+03,2.598970288140608487e-01
8.500000000000000000e+03,2.610531724776661289e-01
8.500000000000000000e+03,3.035360976767413899e-01
8.500000000000000000e+03,3.041988275472759518e-01
8.500000000000000000e+03,2.581294290905404853e-01
8.500000000000000000e+03,2.721520966861828983e-01
8.500000000000000000e+03,2.351385259582396414e-01
8.500000000000000000e+03,2.027508276340959092e-01
8.500000000000000000e+03,2.398011329741692454e-01
8.500000000000000000e+03,2.655912715255313028e-01
8.500000000000000000e+03,3.328293630567368822e-01
8.500000000000000000e+03,2.718157130674141442e-01
8.500000000000000000e+03,2.402598904923218814e-01
8.500000000000000000e+03,1.881424638656660764e-01
8.500000000000000000e+03,2.642312295041899239e-01
8.500000000000000000e+03,2.863487772030222089e-01
9.000000000000000000e+03,2.164085631757881045e-01
9.000000000000000000e+03,3.105061972100909840e-01
9.000000000000000000e+03,2.591521673278357474e-01
9.000000000000000000e+03,2.605929722577238206e-01
9.000000000000000000e+03,3.027897650400235285e-01
9.000000000000000000e+03,3.038769520721883444e-01
9.000000000000000000e+03,2.573415753420650320e-01
9.000000000000000000e+03,2.713611747634527838e-01
9.000000000000000000e+03,2.341191846862209491e-01
9.000000000000000000e+03,2.017697361266384548e-01
9.000000000000000000e+03,2.389121982663399979e-01
9.000000000000000000e+03,2.651738220816078351e-01
9.000000000000000000e+03,3.320961820285515675e-01
9.000000000000000000e+03,2.713450895207448754e-01
9.000000000000000000e+03,2.397045451919075920e-01
9.000000000000000000e+03,1.875685691075791028e-01
9.000000000000000000e+03,2.638438988411783148e-01
9.000000000000000000e+03,2.857423826568321612e-01
9.500000000000000000e+03,2.155307652013755404e-01
9.500000000000000000e+03,3.102546457222892795e-01
9.500000000000000000e+03,2.584522321644649456e-01
9.500000000000000000e+03,2.602124712952280094e-01
9.500000000000000000e+03,3.021234093122577846e-01
9.500000000000000000e+03,3.034928584989910472e-01
9.500000000000000000e+03,2.565627108803600342e-01
9.500000000000000000e+03,2.706643512423777542e-01
9.500000000000000000e+03,2.331642048033241155e-01
9.500000000000000000e+03,2.008406337154774457e-01
9.500000000000000000e+03,2.380150641408765033e-01
9.500000000000000000e+03,2.647496915556523667e-01
9.500000000000000000e+03,3.314514265986122643e-01
9.500000000000000000e+03,2.709190971598315345e-01
9.500000000000000000e+03,2.391899521074331014e-01
9.500000000000000000e+03,1.870728897854835038e-01
9.500000000000000000e+03,2.634692610197356122e-01
9.500000000000000000e+03,2.851378622797192675e-01
1.000000000000000000e+04,2.146984027954358942e-01
1.000000000000000000e+04,3.099514612303970185e-01
1.000000000000000000e+04,2.578338349030225296e-01
1.000000000000000000e+04,2.598310385880508999e-01
1.000000000000000000e+04,3.014775718890861933e-01
1.000000000000000000e+04,3.030670899161220233e-01
1.000000000000000000e+04,2.557619495774763885e-01
1.000000000000000000e+04,2.700407930209341445e-01
1.000000000000000000e+04,2.322035544876118740e-01
1.000000000000000000e+04,1.999394941588316099e-01
1.000000000000000000e+04,2.372423359767945328e-01
1.000000000000000000e+04,2.643787637494791065e-01
1.000000000000000000e+04,3.307817547221768573e-01
1.000000000000000000e+04,2.705012063394814925e-01
1.000000000000000000e+04,2.387581110669263207e-01
1.000000000000000000e+04,1.866739054763486005e-01
1.000000000000000000e+04,2.631577320135286002e-01
1.000000000000000000e+04,2.845199144567461813e-01
1.050000000000000000e+04,2.139086199670828248e-01
1.050000000000000000e+04,3.096768877376416262e-01
1.050000000000000000e+04,2.572083477615237923e-01
1.050000000000000000e+04,2.594573488663831640e-01
1.050000000000000000e+04,3.008846860430454684e-01
1.050000000000000000e+04,3.026204453848171383e-01
1.050000000000000000e+04,2.550442700111231198e-01
1.050000000000000000e+04,2.694692955361078779e-01
1.050000000000000000e+04,2.312811387640443528e-01
1.050000000000000000e+04,1.990594363079687956e-01
1.050000000000000000e+04,2.364469337061988197e-01
1.050000000000000000e+04,2.639535384057734024e-01
1.050000000000000000e+04,3.301795825396190986e-01
1.050000000000000000e+04,2.701497941944241976e-01
1.050000000000000000e+04,2.383132610417006414e-01
1.050000000000000000e+04,1.862835076623181596e-01
1.050000000000000000e+04,2.628898369675785607e-01
1.050000000000000000e+04,2.839912584522652494e-01
1.100000000000000000e+04,2.131673825369189701e-01
1.100000000000000000e+04,3.094022725556186959e-01
1.100000000000000000e+04,2.566017364957260960e-01
1.100000000000000000e+04,2.590923341741968589e-01
1.100000000000000000e+04,3.003132454100017057e-01
1.100000000000000000e+04,3.022007623700581069e-01
1.100000000000000000e+04,2.543941892889521328e-01
1.100000000000000000e+04,2.689817219032889506e-01
1.100000000000000000e+04,2.304355564290922198e-01
1.100000000000000000e+04,1.982531087233933009e-01
1.100000000000000000e+04,2.357149582673858657e-01
1.100000000000000000e+04,2.635739967072534551e-01
1.100000000000000000e+04,3.295748096529311777e-01
1.100000000000000000e+04,2.697607223090831563e-01
1.100000000000000000e+04,2.378894050012776706e-01
1.100000000000000000e+04,1.859016292902266332e-01
1.100000000000000000e+04,2.626210866886448669e-01
1.100000000000000000e+04,2.834547052965099012e-01
1.150000000000000000e+04,2.124773746780978800e-01
1.150000000000000000e+04,3.091264853306766591e-01
1.150000000000000000e+04,2.560185349387038567e-01
1.150000000000000000e+04,2.587652180949867042e-01
1.150000000000000000e+04,2.997413888520650271e-01
1.150000000000000000e+04,3.018140184994796416e-01
1.150000000000000000e+04,2.537869638858267773e-01
1.150000000000000000e+04,2.685638041926207142e-01
1.150000000000000000e+04,2.296471130923700144e-01
1.150000000000000000e+04,1.974997597126496585e-01
1.150000000000000000e+04,2.350162721924593523e-01
1.150000000000000000e+04,2.632228907073030921e-01
1.150000000000000000e+04,3.290000096178489208e-01
1.150000000000000000e+04,2.693635112745332294e-01
1.150000000000000000e+04,2.374826981090469580e-01
1.150000000000000000e+04,1.855401859036719669e-01
1.150000000000000000e+04,2.623666266383989920e-01
1.150000000000000000e+04,2.829338021982283902e-01
1.200000000000000000e+04,2.118488015127779345e-01
1.200000000000000000e+04,3.088542681769859688e-01
1.200000000000000000e+04,2.554770464870472213e-01
1.200000000000000000e+04,2.584641657696695183e-01
1.200000000000000000e+04,2.991854296470484731e-01
1.200000000000000000e+04,3.014159886562132185e-01
1.200000000000000000e+04,2.532121178984609866e-01
1.200000000000000000e+04,2.681882545078516644e-01
1.200000000000000000e+04,2.289120281851485250e-01
1.200000000000000000e+04,1.967923539128301758e-01
1.200000000000000000e+04,2.343485626886224471e-01
1.200000000000000000e+04,2.628507973914103180e-01
1.200000000000000000e+04,3.285257725260981587e-01
1.200000000000000000e+04,2.690061812020729803e-01
1.200000000000000000e+04,2.371067518004230101e-01
1.200000000000000000e+04,1.851943917828786923e-01
1.200000000000000000e+04,2.621719224104001600e-01
1.200000000000000000e+04,2.824790305532248746e-01
1.250000000000000000e+04,2.112594496212585327e-01
1.250000000000000000e+04,3.086008690849214586e-01
1.250000000000000000e+04,2.549905196069950919e-01
1.250000000000000000e+04,2.581770674039678970e-01
1.250000000000000000e+04,2.986680584665901139e-01
1.250000000000000000e+04,3.010349947901562739e-01
1.250000000000000000e+04,2.526384536738675024e-01
1.250000000000000000e+04,2.678512527754608463e-01
1.250000000000000000e+04,2.282244955192563318e-01
1.250000000000000000e+04,1.961202259133074666e-01
1.250000000000000000e+04,2.337131288764608406e-01
1.250000000000000000e+04,2.624178076460142450e-01
1.250000000000000000e+04,3.280881820199513244e-01
1.250000000000000000e+04,2.686765819868659477e-01
1.250000000000000000e+04,2.367328812071290978e-01
1.250000000000000000e+04,1.848969052095505161e-01
1.250000000000000000e+04,2.620257258352070018e-01
1.250000000000000000e+04,2.821047378585880283e-01
1.300000000000000000e+04,2.106958533572624581e-01
1.300000000000000000e+04,3.083707759260429504e-01
1.300000000000000000e+04,2.545178207590492736e-01
1.300000000000000000e+04,2.579028506574693180e-01
1.300000000000000000e+04,2.981959979387539539e-01
1.300000000000000000e+04,3.006947375275325074e-01
1.300000000000000000e+04,2.521080512501711057e-01
1.300000000000000000e+04,2.675212888927402943e-01
1.300000000000000000e+04,2.275783716906414067e-01
1.300000000000000000e+04,1.954954756770116708e-01
1.300000000000000000e+04,2.331086020358935640e-01
1.300000000000000000e+04,2.620227581341215695e-01
1.300000000000000000e+04,3.277133584980439496e-01
1.300000000000000000e+04,2.683748107278994821e-01
1.300000000000000000e+04,2.363900856016745156e-01
1.300000000000000000e+04,1.846306270293307794e-01
1.300000000000000000e+04,2.618983080141235043e-01
1.300000000000000000e+04,2.817184712138168790e-01
1.350000000000000000e+04,2.101321478175151580e-01
1.350000000000000000e+04,3.081472326179411914e-01
1.350000000000000000e+04,2.540458560421018919e-01
1.350000000000000000e+04,2.576243817139832193e-01
1.350000000000000000e+04,2.977607135322777321e-01
1.350000000000000000e+04,3.003759891798358783e-01
1.350000000000000000e+04,2.516000036164219855e-01
1.350000000000000000e+04,2.672106519813557401e-01
1.350000000000000000e+04,2.269583374741987181e-01
1.350000000000000000e+04,1.948973640714264932e-01
1.350000000000000000e+04,2.324960962048537860e-01
1.350000000000000000e+04,2.616725604325937371e-01
1.350000000000000000e+04,3.273771334869454708e-01
1.350000000000000000e+04,2.680902323210759830e-01
1.350000000000000000e+04,2.360375154360784822e-01
1.350000000000000000e+04,1.843839947443396132e-01
1.350000000000000000e+04,2.617651427628053806e-01
1.350000000000000000e+04,2.813166349992053394e-01
1.400000000000000000e+04,2.095779727706775786e-01
1.400000000000000000e+04,3.079450571898471600e-01
1.400000000000000000e+04,2.535571122573945235e-01
1.400000000000000000e+04,2.573791582722670390e-01
1.400000000000000000e+04,2.973400118141594217e-01
1.400000000000000000e+04,3.000712631093279681e-01
1.400000000000000000e+04,2.511229802710778225e-01
1.400000000000000000e+04,2.669155283180503213e-01
1.400000000000000000e+04,2.263755905673798807e-01
1.400000000000000000e+04,1.943443067316332762e-01
1.400000000000000000e+04,2.318804529133846881e-01
1.400000000000000000e+04,2.613568155891783928e-01
1.400000000000000000e+04,3.270652042987298724e-01
1.400000000000000000e+04,2.678143211918561639e-01
1.400000000000000000e+04,2.357101357597539137e-01
1.400000000000000000e+04,1.841544741790810402e-01
1.400000000000000000e+04,2.616214590279766772e-01
1.400000000000000000e+04,2.809093160493898456e-01
1.450000000000000000e+04,2.090322609374674068e-01
1.450000000000000000e+04,3.077714842677000129e-01
1.450000000000000000e+04,2.530751078383258745e-01
1.450000000000000000e+04,2.571559615974201574e-01
1.450000000000000000e+04,2.969284646504056768e-01
1.450000000000000000e+04,2.997520544825609257e-01
1.450000000000000000e+04,2.506477959314032944e-01
1.450000000000000000e+04,2.666363169460416738e-01
1.450000000000000000e+04,2.257926403206908239e-01
1.450000000000000000e+04,1.938127547206804080e-01
1.450000000000000000e+04,2.312657427833744450e-01
1.450000000000000000e+04,2.610115458357640250e-01
1.450000000000000000e+04,3.267353695935343860e-01
1.450000000000000000e+04,2.675448185296185888e-01
1.450000000000000000e+04,2.353917589272022104e-01
1.450000000000000000e+04,1.839408662519403659e-01
1.450000000000000000e+04,2.614856740266697788e-01
1.450000000000000000e+04,2.804524603992919474e-01
