2.794761,3.955898,1.811583,-0.508682,-1.500044,-0.622272,0.443612,0.268088,-0.095145,-0.814872,1.400216,-0.439632,0.572275,-0.427503,-0.424255,-0.426669,-0.643675,0.298986,-0.458193,0.169514,0.535987,-0.826323,-0.151975,-0.572481,-0.958435,-0.026440,0.215675,-0.155166,-0.403232,0.192541,0.067209,0.109775,-0.352267,-0.696515,0.487328,-0.677866,-0.195151,-0.857918,0.639086,0.184154,-0.189646,0.285400,0.224514,0.089568,-0.505675,0.009171,-0.108059,-0.149645,0.047621,-0.276358,-0.013267,-0.051390,1.000000,211.134000
5.290820,3.387550,-2.168372,-0.086795,-1.301251,0.269623,-0.602105,0.361555,-0.656432,0.082243,0.795853,0.321579,1.133533,-0.115488,0.270305,-0.797143,-0.934059,-0.161796,1.182444,-1.090877,-1.164287,-1.042963,-0.220976,-0.425557,-0.166290,0.216231,0.524280,0.465213,0.245820,-0.169866,-0.787637,-0.418644,-0.182989,-0.433852,0.282584,0.816316,-1.332862,0.346448,-0.232849,1.119215,0.294852,-0.114846,1.160446,-0.478511,-0.221559,0.458719,-0.001079,0.355734,-0.337836,-0.021408,0.286271,-0.103603,1.000000,251.974000
1.105945,-1.871878,1.855506,2.197158,0.346513,0.782609,2.300641,-0.908124,1.587544,-0.331153,0.164906,0.177118,0.516339,0.344768,-0.086497,-0.381623,-0.814515,-0.554073,0.233719,-0.236464,0.122183,-0.151740,-0.444950,-0.272577,0.154993,-0.327168,-0.017857,0.103679,0.045479,0.129784,-0.207044,-0.113346,0.036902,0.047482,0.134522,-0.104646,-0.036430,-0.033078,-0.296143,-0.559245,0.117220,0.055236,0.272638,-0.154138,0.293148,-0.000809,-0.189974,-0.057691,-0.201582,0.110962,-0.154908,-0.002770,1.000000,207.086000
3.653756,2.746107,0.761336,-2.310033,-0.895984,0.664650,-1.050146,1.005132,-1.114517,0.918539,2.341725,0.683421,1.230232,1.580107,-0.073774,-0.218869,-1.191870,1.668302,0.149788,-0.525159,1.726532,0.459286,1.774120,1.649688,-2.238814,1.401288,-1.435641,2.231866,-1.960669,0.818930,2.264178,0.045424,-0.665616,2.568123,-1.891836,2.331182,2.885301,-0.202498,0.233998,-0.173135,2.106097,0.729611,1.090064,-2.218565,1.086543,0.964234,-0.028067,-0.914326,0.780834,0.308001,-0.266194,-0.059486,1.000000,180.922000
1.023112,3.746058,-0.136847,-0.335893,-0.188933,-1.275016,0.703620,0.269256,0.048223,-0.849556,2.361029,0.249885,0.574437,-0.020543,-0.334736,-0.854997,-0.472418,0.545234,0.038903,0.169114,0.142151,-0.433166,-0.219350,0.331271,-0.209489,-0.431033,0.074084,-0.083980,0.070995,-0.814178,-0.158213,-0.509046,0.041556,-0.397374,-0.087485,0.255095,-0.228019,0.593507,0.923923,0.380639,0.055408,0.728136,-0.069316,-0.240466,-0.781466,-0.037922,0.022780,0.224325,-0.082080,0.089815,0.032559,0.106025,1.000000,334.043000
1.752642,3.114612,-0.095404,-3.439261,1.221123,-3.049785,0.107728,0.303815,-0.334680,2.438774,-1.934184,-2.199000,-0.646036,-0.376718,-2.017965,-0.473189,-1.125757,-0.796961,-0.821969,0.364327,0.995726,-0.769043,0.518522,-0.254738,1.628925,-1.257466,0.844479,-0.153724,1.723446,-0.665560,0.398086,1.145087,1.459724,-0.614847,0.862832,0.773659,1.287800,0.903928,-0.744913,-1.678734,-0.665812,-0.985587,-1.985608,-1.362381,-0.014538,0.690097,0.285798,1.739897,1.350880,-0.487499,0.242806,-0.045115,1.000000,284.982000
-0.800249,3.330418,3.677155,-1.937629,1.067769,-0.008802,1.072628,-0.683661,1.710370,0.706491,0.707591,-0.055553,0.201713,0.347231,0.218885,-0.418691,0.250183,-0.038278,0.069275,-0.207734,-0.204811,0.432760,-0.253673,-0.505568,0.088804,-0.173541,0.094067,0.172921,0.224412,0.108482,0.061545,0.101882,-0.107764,0.282158,-0.034794,-0.323385,0.136679,-0.352512,-0.097082,-0.352964,0.012584,0.004727,-0.068393,0.065564,0.259000,-0.071941,-0.037510,-0.036528,0.116855,0.003249,0.021732,0.001886,1.000000,272.030000
3.982861,-1.774665,2.234372,-1.282063,-0.954066,-1.266162,2.000366,0.383094,-0.827403,-1.675774,1.126437,1.700627,1.575405,-2.343833,-0.982877,3.530177,-1.683223,-0.325539,0.087826,-0.087320,-0.535057,0.537746,0.176768,-0.185855,0.196925,0.924647,-0.255804,-0.290395,-0.779889,-1.854011,-1.968219,-1.104201,0.373362,0.604613,0.070524,1.867309,-1.501305,0.395591,-0.055279,0.604667,0.014038,0.321531,0.433065,-0.305266,0.307328,0.116200,0.450365,-0.071051,-0.093641,1.049262,0.209312,0.105681,1.000000,203.871000
3.629382,2.715015,0.642891,-1.680125,-1.455784,0.142656,-1.586190,0.125823,-0.153516,1.858704,-0.795880,0.567007,-0.361878,0.715926,0.321467,0.309586,-1.001931,0.472170,0.336745,0.177514,-0.766576,-0.279776,0.429748,-0.373932,-0.237623,0.247396,-0.040625,0.552745,-0.182715,-0.668075,-0.227469,0.430348,0.166332,-0.193412,0.414987,-0.390033,-0.141358,1.678176,-0.006856,-0.332897,-1.195168,-1.650190,-0.346306,0.612733,-0.628270,-0.714869,-1.142806,-1.748428,-0.699226,-0.075189,-0.443307,-0.114621,1.000000,207.078000
1.424924,-2.498875,3.472759,1.201278,0.201737,0.475659,0.766961,-0.500246,0.913985,-0.057253,-0.769582,-0.037096,0.835890,0.065752,0.880846,-0.193801,-0.390477,-0.302127,0.216667,0.071511,0.087373,-0.723775,-0.541958,-0.540421,-0.233815,-0.163607,0.045553,0.212791,0.355810,-0.093000,-0.068458,0.143333,-0.272662,-0.210148,-0.096337,-0.473995,0.071001,0.187135,-0.195499,-0.390663,-0.218141,0.121203,-0.113040,-0.141287,0.735079,0.306161,0.033186,-0.316554,-0.185241,-0.383722,-0.079821,0.014208,1.000000,288.929000
